index,bookings_cumm,day,next,bookings_daily,flag,ID,state,gender,returning_cust,ticket_type,discount,sail_date,RRP,booking_date,purchased_price,capacity
119,44,-246,42,2,1,Ship3,WA,F,No,OceanView_Mid,0.15,11/1/2024,1500,10/5/2023,1499.85,1200
119,44,-246,42,3,1,Ship3,NT,M,No,OceanView_Aft,0.24,11/1/2024,1800,10/5/2023,1799.76,1200
120,45,-245,44,1,1,Ship3,NSW,M,No,OceanView_Mid,0.02,11/1/2024,1500,11/5/2023,1499.98,1200
121,47,-244,45,2,1,Ship3,VIC,F,Yes,MiniSuites_Bow,0.05,11/1/2024,2700,12/5/2023,2699.95,1200
121,47,-244,45,3,1,Ship3,VIC,M,Yes,OceanView_Mid,0.15,11/1/2024,1500,12/5/2023,1499.85,1200
122,48,-243,47,1,1,Ship3,SA,M,No,Balcony_Mid,0.3,11/1/2024,650,13/5/2023,649.7,1200
123,50,-242,48,2,1,Ship3,WA,F,No,MiniSuites_Bow,0.15,11/1/2024,2700,14/5/2023,2699.85,1200
123,50,-242,48,3,1,Ship3,SA,M,Yes,OceanView_Bow,0.07,11/1/2024,2100,14/5/2023,2099.93,1200
124,51,-241,50,1,1,Ship3,QLD,F,No,Balcony_Aft,0.24,11/1/2024,700,15/5/2023,699.76,1200
125,53,-240,51,2,1,Ship3,TAS,M,Yes,OceanView_Mid,0.16,11/1/2024,1500,16/5/2023,1499.84,1200
125,53,-240,51,3,1,Ship3,ACT,F,Yes,Interior_Bow,0.19,11/1/2024,600,16/5/2023,599.81,1200
126,54,-239,53,1,1,Ship3,NT,M,No,MiniSuites_Bow,0.22,11/1/2024,2700,17/5/2023,2699.78,1200
127,56,-238,54,2,1,Ship3,VIC,M,No,Balcony_Bow,0.09,11/1/2024,750,18/5/2023,749.91,1200
127,56,-238,54,3,1,Ship3,ACT,M,Yes,OceanView_Aft,0.29,11/1/2024,1800,18/5/2023,1799.71,1200
128,58,-237,56,2,1,Ship3,NSW,M,No,OceanView_Aft,0.16,11/1/2024,1800,19/5/2023,1799.84,1200
128,58,-237,56,3,1,Ship3,TAS,M,No,OceanView_Aft,0.31,11/1/2024,1800,19/5/2023,1799.69,1200
129,60,-236,58,2,1,Ship3,VIC,M,No,Interior_Aft,0.23,11/1/2024,550,20/5/2023,549.77,1200
129,60,-236,58,3,1,Ship3,NSW,F,Yes,Interior_Mid,0.12,11/1/2024,500,20/5/2023,499.88,1200
130,62,-235,60,2,1,Ship3,SA,M,No,Interior_Aft,0.22,11/1/2024,550,21/5/2023,549.78,1200
130,62,-235,60,3,1,Ship3,TAS,M,No,Balcony_Aft,0.08,11/1/2024,700,21/5/2023,699.92,1200
131,64,-234,62,2,1,Ship3,NT,M,No,Balcony_Aft,0.17,11/1/2024,700,22/5/2023,699.83,1200
131,64,-234,62,3,1,Ship3,ACT,M,Yes,MiniSuites_Mid,0.19,11/1/2024,2500,22/5/2023,2499.81,1200
132,66,-233,64,2,1,Ship3,SA,F,No,Balcony_Aft,0.15,11/1/2024,700,23/5/2023,699.85,1200
132,66,-233,64,3,1,Ship3,QLD,M,Yes,Balcony_Aft,0.02,11/1/2024,700,23/5/2023,699.98,1200
133,68,-232,66,2,1,Ship3,NSW,F,No,MiniSuites_Bow,0.19,11/1/2024,2700,24/5/2023,2699.81,1200
133,68,-232,66,3,1,Ship3,QLD,M,Yes,Interior_Aft,0.13,11/1/2024,550,24/5/2023,549.87,1200
134,70,-231,68,2,1,Ship3,NT,M,No,Interior_Bow,0.29,11/1/2024,600,25/5/2023,599.71,1200
134,70,-231,68,3,1,Ship3,TAS,F,No,MiniSuites_Aft,0.25,11/1/2024,2600,25/5/2023,2599.75,1200
135,72,-230,70,2,1,Ship3,WA,M,No,Interior_Mid,0.06,11/1/2024,500,26/5/2023,499.94,1200
135,72,-230,70,3,1,Ship3,ACT,F,No,Interior_Mid,0.15,11/1/2024,500,26/5/2023,499.85,1200
136,74,-229,72,2,1,Ship3,SA,M,Yes,Interior_Bow,0.1,11/1/2024,600,27/5/2023,599.9,1200
136,74,-229,72,3,1,Ship3,QLD,M,No,Interior_Mid,0.08,11/1/2024,500,27/5/2023,499.92,1200
137,76,-228,74,2,1,Ship3,QLD,F,No,Balcony_Aft,0.21,11/1/2024,700,28/5/2023,699.79,1200
137,76,-228,74,3,1,Ship3,NT,F,No,MiniSuites_Aft,0.39,11/1/2024,2600,28/5/2023,2599.61,1200
138,79,-227,76,3,1,Ship3,SA,M,Yes,OceanView_Mid,0.38,11/1/2024,1500,29/5/2023,1499.62,1200
138,79,-227,76,4,1,Ship3,ACT,M,Yes,Balcony_Mid,0.24,11/1/2024,650,29/5/2023,649.76,1200
138,79,-227,76,5,1,Ship3,QLD,M,Yes,OceanView_Mid,0,11/1/2024,1500,29/5/2023,1500,1200
139,81,-226,79,2,1,Ship3,VIC,F,No,Balcony_Mid,0.02,11/1/2024,650,30/5/2023,649.98,1200
139,81,-226,79,3,1,Ship3,WA,M,No,Balcony_Bow,0.25,11/1/2024,750,30/5/2023,749.75,1200
140,84,-225,81,3,1,Ship3,WA,M,Yes,Balcony_Bow,0.36,11/1/2024,750,31/5/2023,749.64,1200
140,84,-225,81,4,1,Ship3,SA,M,No,Balcony_Aft,0.38,11/1/2024,700,31/5/2023,699.62,1200
140,84,-225,81,5,1,Ship3,ACT,F,No,PenthouseSuites_Aft,0.18,11/1/2024,3500,31/5/2023,3499.82,1200
141,86,-224,84,2,1,Ship3,QLD,M,No,Balcony_Bow,0.11,11/1/2024,750,1/6/2023,749.89,1200
141,86,-224,84,3,1,Ship3,WA,F,No,OceanView_Aft,0.18,11/1/2024,1800,1/6/2023,1799.82,1200
142,89,-223,86,3,1,Ship3,QLD,M,Yes,MiniSuites_Bow,0.22,11/1/2024,2700,2/6/2023,2699.78,1200
142,89,-223,86,4,1,Ship3,QLD,F,No,Interior_Aft,0.05,11/1/2024,550,2/6/2023,549.95,1200
142,89,-223,86,5,1,Ship3,VIC,F,Yes,Interior_Bow,0.09,11/1/2024,600,2/6/2023,599.91,1200
143,92,-222,89,3,1,Ship3,NT,M,Yes,OceanView_Aft,0.16,11/1/2024,1800,3/6/2023,1799.84,1200
143,92,-222,89,4,1,Ship3,WA,F,No,MiniSuites_Bow,0.04,11/1/2024,2700,3/6/2023,2699.96,1200
143,92,-222,89,5,1,Ship3,NT,M,No,OceanView_Aft,0.18,11/1/2024,1800,3/6/2023,1799.82,1200
144,94,-221,92,2,1,Ship3,ACT,M,Yes,Balcony_Aft,0.05,11/1/2024,700,4/6/2023,699.95,1200
144,94,-221,92,3,1,Ship3,SA,F,No,Balcony_Mid,0.3,11/1/2024,650,4/6/2023,649.7,1200
145,97,-220,94,3,1,Ship3,NSW,M,No,Interior_Mid,0.34,11/1/2024,500,5/6/2023,499.66,1200
145,97,-220,94,4,1,Ship3,ACT,F,Yes,Balcony_Mid,0.32,11/1/2024,650,5/6/2023,649.68,1200
145,97,-220,94,5,1,Ship3,NSW,F,No,MiniSuites_Aft,0.34,11/1/2024,2600,5/6/2023,2599.66,1200
146,100,-219,97,3,1,Ship3,NT,F,Yes,OceanView_Mid,0.16,11/1/2024,1500,6/6/2023,1499.84,1200
146,100,-219,97,4,1,Ship3,VIC,M,No,OceanView_Aft,0.09,11/1/2024,1800,6/6/2023,1799.91,1200
146,100,-219,97,5,1,Ship3,NT,F,No,MiniSuites_Aft,0.34,11/1/2024,2600,6/6/2023,2599.66,1200
147,103,-218,100,3,1,Ship3,TAS,M,Yes,OceanView_Mid,0.18,11/1/2024,1500,7/6/2023,1499.82,1200
147,103,-218,100,4,1,Ship3,TAS,F,Yes,OceanView_Aft,0.36,11/1/2024,1800,7/6/2023,1799.64,1200
147,103,-218,100,5,1,Ship3,SA,M,No,OceanView_Aft,0.29,11/1/2024,1800,7/6/2023,1799.71,1200
148,106,-217,103,3,1,Ship3,SA,M,No,OceanView_Aft,0.33,11/1/2024,1800,8/6/2023,1799.67,1200
148,106,-217,103,4,1,Ship3,SA,M,No,OceanView_Mid,0.08,11/1/2024,1500,8/6/2023,1499.92,1200
148,106,-217,103,5,1,Ship3,TAS,M,No,MiniSuites_Aft,0.07,11/1/2024,2600,8/6/2023,2599.93,1200
149,109,-216,106,3,1,Ship3,QLD,M,Yes,Interior_Mid,0.22,11/1/2024,500,9/6/2023,499.78,1200
149,109,-216,106,4,1,Ship3,ACT,M,No,OceanView_Bow,0.12,11/1/2024,2100,9/6/2023,2099.88,1200
149,109,-216,106,5,1,Ship3,VIC,M,No,Interior_Mid,0.33,11/1/2024,500,9/6/2023,499.67,1200
150,113,-215,109,4,1,Ship3,NT,F,No,MiniSuites_Mid,0,11/1/2024,2500,10/6/2023,2500,1200
150,113,-215,109,5,1,Ship3,ACT,M,No,Interior_Mid,0.17,11/1/2024,500,10/6/2023,499.83,1200
150,113,-215,109,6,1,Ship3,SA,M,No,Interior_Mid,0.12,11/1/2024,500,10/6/2023,499.88,1200
150,113,-215,109,7,1,Ship3,NSW,M,No,Interior_Mid,0.26,11/1/2024,500,10/6/2023,499.74,1200
151,116,-214,113,3,1,Ship3,NSW,M,No,OceanView_Mid,0.26,11/1/2024,1500,11/6/2023,1499.74,1200
151,116,-214,113,4,1,Ship3,NT,F,No,Interior_Bow,0.16,11/1/2024,600,11/6/2023,599.84,1200
151,116,-214,113,5,1,Ship3,WA,M,No,OceanView_Bow,0.02,11/1/2024,2100,11/6/2023,2099.98,1200
152,119,-213,116,3,1,Ship3,SA,M,No,Interior_Aft,0.02,11/1/2024,550,12/6/2023,549.98,1200
152,119,-213,116,4,1,Ship3,QLD,F,No,OceanView_Aft,0.21,11/1/2024,1800,12/6/2023,1799.79,1200
152,119,-213,116,5,1,Ship3,SA,M,No,Balcony_Aft,0.25,11/1/2024,700,12/6/2023,699.75,1200
153,123,-212,119,4,1,Ship3,VIC,F,No,Interior_Bow,0.22,11/1/2024,600,13/6/2023,599.78,1200
153,123,-212,119,5,1,Ship3,ACT,M,No,Interior_Aft,0.03,11/1/2024,550,13/6/2023,549.97,1200
153,123,-212,119,6,1,Ship3,NSW,F,No,OceanView_Aft,0.02,11/1/2024,1800,13/6/2023,1799.98,1200
153,123,-212,119,7,1,Ship3,SA,F,Yes,OceanView_Bow,0.05,11/1/2024,2100,13/6/2023,2099.95,1200
154,126,-211,123,3,1,Ship3,QLD,M,No,Suites_Mid,0.03,11/1/2024,900,14/6/2023,899.97,1200
154,126,-211,123,4,1,Ship3,SA,F,Yes,Balcony_Mid,0.12,11/1/2024,650,14/6/2023,649.88,1200
154,126,-211,123,5,1,Ship3,QLD,F,No,Balcony_Mid,0.31,11/1/2024,650,14/6/2023,649.69,1200
155,130,-210,126,4,1,Ship3,WA,M,Yes,OceanView_Mid,0.02,11/1/2024,1500,15/6/2023,1499.98,1200
155,130,-210,126,5,1,Ship3,TAS,M,Yes,OceanView_Bow,0.32,11/1/2024,2100,15/6/2023,2099.68,1200
155,130,-210,126,6,1,Ship3,NSW,F,Yes,Interior_Bow,0.27,11/1/2024,600,15/6/2023,599.73,1200
155,130,-210,126,7,1,Ship3,QLD,M,Yes,PenthouseSuites_Bow,0.38,11/1/2024,4000,15/6/2023,3999.62,1200
156,134,-209,130,4,1,Ship3,NSW,M,No,OceanView_Bow,0.21,11/1/2024,2100,16/6/2023,2099.79,1200
156,134,-209,130,5,1,Ship3,NSW,F,Yes,Suites_Aft,0.21,11/1/2024,1000,16/6/2023,999.79,1200
156,134,-209,130,6,1,Ship3,QLD,F,No,Interior_Bow,0.36,11/1/2024,600,16/6/2023,599.64,1200
156,134,-209,130,7,1,Ship3,ACT,F,No,OceanView_Aft,0.38,11/1/2024,1800,16/6/2023,1799.62,1200
157,138,-208,134,4,1,Ship3,VIC,M,Yes,Suites_Bow,0,11/1/2024,1100,17/6/2023,1100,1200
157,138,-208,134,5,1,Ship3,NSW,M,No,PenthouseSuites_Aft,0.31,11/1/2024,3500,17/6/2023,3499.69,1200
157,138,-208,134,6,1,Ship3,TAS,M,No,Interior_Mid,0.04,11/1/2024,500,17/6/2023,499.96,1200
157,138,-208,134,7,1,Ship3,NSW,M,No,Interior_Mid,0,11/1/2024,500,17/6/2023,500,1200
158,142,-207,138,4,1,Ship3,ACT,F,No,Interior_Aft,0.05,11/1/2024,550,18/6/2023,549.95,1200
158,142,-207,138,5,1,Ship3,NT,M,No,Balcony_Aft,0.3,11/1/2024,700,18/6/2023,699.7,1200
158,142,-207,138,6,1,Ship3,ACT,M,Yes,OceanView_Mid,0.26,11/1/2024,1500,18/6/2023,1499.74,1200
158,142,-207,138,7,1,Ship3,NSW,M,No,Balcony_Aft,0.03,11/1/2024,700,18/6/2023,699.97,1200
159,146,-206,142,4,1,Ship3,SA,M,No,Balcony_Bow,0.28,11/1/2024,750,19/6/2023,749.72,1200
159,146,-206,142,5,1,Ship3,QLD,M,Yes,Suites_Aft,0.08,11/1/2024,1000,19/6/2023,999.92,1200
159,146,-206,142,6,1,Ship3,VIC,F,No,Balcony_Bow,0.29,11/1/2024,750,19/6/2023,749.71,1200
159,146,-206,142,7,1,Ship3,NT,M,Yes,Interior_Mid,0.24,11/1/2024,500,19/6/2023,499.76,1200
160,150,-205,146,4,1,Ship3,SA,M,No,MiniSuites_Bow,0.2,11/1/2024,2700,20/6/2023,2699.8,1200
160,150,-205,146,5,1,Ship3,QLD,F,Yes,Balcony_Aft,0.2,11/1/2024,700,20/6/2023,699.8,1200
160,150,-205,146,6,1,Ship3,WA,F,No,Balcony_Aft,0.27,11/1/2024,700,20/6/2023,699.73,1200
160,150,-205,146,7,1,Ship3,NT,M,No,Suites_Bow,0.07,11/1/2024,1100,20/6/2023,1099.93,1200
161,154,-204,150,4,1,Ship3,NSW,F,Yes,OceanView_Bow,0.33,11/1/2024,2100,21/6/2023,2099.67,1200
161,154,-204,150,5,1,Ship3,NSW,M,No,Interior_Aft,0.33,11/1/2024,550,21/6/2023,549.67,1200
161,154,-204,150,6,1,Ship3,NSW,F,Yes,OceanView_Aft,0.29,11/1/2024,1800,21/6/2023,1799.71,1200
161,154,-204,150,7,1,Ship3,WA,M,Yes,MiniSuites_Bow,0.24,11/1/2024,2700,21/6/2023,2699.76,1200
162,158,-203,154,4,1,Ship3,WA,F,No,Balcony_Mid,0.03,11/1/2024,650,22/6/2023,649.97,1200
162,158,-203,154,5,1,Ship3,SA,M,No,Interior_Bow,0.1,11/1/2024,600,22/6/2023,599.9,1200
162,158,-203,154,6,1,Ship3,QLD,F,No,OceanView_Mid,0.26,11/1/2024,1500,22/6/2023,1499.74,1200
162,158,-203,154,7,1,Ship3,QLD,F,No,Balcony_Mid,0.2,11/1/2024,650,22/6/2023,649.8,1200
163,163,-202,158,5,1,Ship3,SA,F,No,Interior_Aft,0.16,11/1/2024,550,23/6/2023,549.84,1200
163,163,-202,158,6,1,Ship3,NSW,F,No,Interior_Bow,0.32,11/1/2024,600,23/6/2023,599.68,1200
163,163,-202,158,7,1,Ship3,ACT,M,Yes,Interior_Mid,0.24,11/1/2024,500,23/6/2023,499.76,1200
163,163,-202,158,8,1,Ship3,NSW,M,No,OceanView_Aft,0.04,11/1/2024,1800,23/6/2023,1799.96,1200
163,163,-202,158,9,1,Ship3,WA,M,No,MiniSuites_Aft,0.34,11/1/2024,2600,23/6/2023,2599.66,1200
164,167,-201,163,4,1,Ship3,VIC,F,No,Interior_Mid,0.28,11/1/2024,500,24/6/2023,499.72,1200
164,167,-201,163,5,1,Ship3,ACT,M,No,Balcony_Aft,0.15,11/1/2024,700,24/6/2023,699.85,1200
164,167,-201,163,6,1,Ship3,ACT,M,No,Interior_Bow,0.36,11/1/2024,600,24/6/2023,599.64,1200
164,167,-201,163,7,1,Ship3,NSW,M,No,Interior_Bow,0.14,11/1/2024,600,24/6/2023,599.86,1200
165,172,-200,167,5,1,Ship3,ACT,F,Yes,Interior_Mid,0.17,11/1/2024,500,25/6/2023,499.83,1200
165,172,-200,167,6,1,Ship3,QLD,F,No,MiniSuites_Bow,0.19,11/1/2024,2700,25/6/2023,2699.81,1200
165,172,-200,167,7,1,Ship3,SA,F,No,OceanView_Mid,0.38,11/1/2024,1500,25/6/2023,1499.62,1200
165,172,-200,167,8,1,Ship3,ACT,M,No,Balcony_Bow,0.11,11/1/2024,750,25/6/2023,749.89,1200
165,172,-200,167,9,1,Ship3,ACT,M,Yes,OceanView_Bow,0.08,11/1/2024,2100,25/6/2023,2099.92,1200
166,177,-199,172,5,1,Ship3,QLD,M,No,Balcony_Bow,0.19,11/1/2024,750,26/6/2023,749.81,1200
166,177,-199,172,6,1,Ship3,TAS,M,Yes,Balcony_Bow,0.17,11/1/2024,750,26/6/2023,749.83,1200
166,177,-199,172,7,1,Ship3,WA,M,No,Interior_Aft,0.18,11/1/2024,550,26/6/2023,549.82,1200
166,177,-199,172,8,1,Ship3,WA,M,No,OceanView_Mid,0.38,11/1/2024,1500,26/6/2023,1499.62,1200
166,177,-199,172,9,1,Ship3,VIC,M,No,OceanView_Mid,0.08,11/1/2024,1500,26/6/2023,1499.92,1200
167,182,-198,177,5,1,Ship3,VIC,M,No,Interior_Bow,0.09,11/1/2024,600,27/6/2023,599.91,1200
167,182,-198,177,6,1,Ship3,TAS,M,No,OceanView_Bow,0.19,11/1/2024,2100,27/6/2023,2099.81,1200
167,182,-198,177,7,1,Ship3,VIC,M,No,OceanView_Bow,0.11,11/1/2024,2100,27/6/2023,2099.89,1200
167,182,-198,177,8,1,Ship3,TAS,M,Yes,MiniSuites_Mid,0.26,11/1/2024,2500,27/6/2023,2499.74,1200
167,182,-198,177,9,1,Ship3,ACT,M,No,Suites_Bow,0.38,11/1/2024,1100,27/6/2023,1099.62,1200
168,187,-197,182,5,1,Ship3,NSW,M,No,Interior_Aft,0.35,11/1/2024,550,28/6/2023,549.65,1200
168,187,-197,182,6,1,Ship3,NSW,M,No,OceanView_Mid,0.24,11/1/2024,1500,28/6/2023,1499.76,1200
168,187,-197,182,7,1,Ship3,SA,M,No,OceanView_Bow,0.26,11/1/2024,2100,28/6/2023,2099.74,1200
168,187,-197,182,8,1,Ship3,NT,M,No,MiniSuites_Bow,0.03,11/1/2024,2700,28/6/2023,2699.97,1200
168,187,-197,182,9,1,Ship3,VIC,M,No,MiniSuites_Mid,0.32,11/1/2024,2500,28/6/2023,2499.68,1200
169,192,-196,187,5,1,Ship3,SA,F,No,OceanView_Mid,0.13,11/1/2024,1500,29/6/2023,1499.87,1200
169,192,-196,187,6,1,Ship3,VIC,M,No,OceanView_Mid,0.35,11/1/2024,1500,29/6/2023,1499.65,1200
169,192,-196,187,7,1,Ship3,QLD,F,No,OceanView_Mid,0.08,11/1/2024,1500,29/6/2023,1499.92,1200
169,192,-196,187,8,1,Ship3,SA,M,No,Interior_Bow,0.09,11/1/2024,600,29/6/2023,599.91,1200
169,192,-196,187,9,1,Ship3,NT,F,No,OceanView_Aft,0.08,11/1/2024,1800,29/6/2023,1799.92,1200
170,197,-195,192,5,1,Ship3,WA,M,No,MiniSuites_Mid,0.23,11/1/2024,2500,30/6/2023,2499.77,1200
170,197,-195,192,6,1,Ship3,QLD,M,No,Interior_Mid,0.18,11/1/2024,500,30/6/2023,499.82,1200
170,197,-195,192,7,1,Ship3,NSW,M,Yes,OceanView_Mid,0.18,11/1/2024,1500,30/6/2023,1499.82,1200
170,197,-195,192,8,1,Ship3,WA,M,Yes,Balcony_Aft,0.09,11/1/2024,700,30/6/2023,699.91,1200
170,197,-195,192,9,1,Ship3,NSW,M,Yes,MiniSuites_Mid,0.1,11/1/2024,2500,30/6/2023,2499.9,1200
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
