index,bookings_cumm,day,next,bookings_daily,flag,ID,state,gender,returning_cust,ticket_type,discount,sail_date,RRP,booking_date,purchased_price,capacity
100,62,-265,60,2,1,Ship2,NSW,M,Yes,OceanView_Mid,0.14,30/12/2023,1500,9/4/2023,1499.86,1100
100,62,-265,60,3,1,Ship2,TAS,F,No,MiniSuites_Bow,0.25,30/12/2023,2700,9/4/2023,2699.75,1100
101,64,-264,62,2,1,Ship2,NT,F,No,MiniSuites_Aft,0.26,30/12/2023,2600,10/4/2023,2599.74,1100
101,64,-264,62,3,1,Ship2,NT,M,No,Balcony_Mid,0.27,30/12/2023,650,10/4/2023,649.73,1100
102,66,-263,64,2,1,Ship2,NT,M,No,MiniSuites_Aft,0.25,30/12/2023,2600,11/4/2023,2599.75,1100
102,66,-263,64,3,1,Ship2,NSW,M,No,OceanView_Aft,0.16,30/12/2023,1800,11/4/2023,1799.84,1100
103,68,-262,66,2,1,Ship2,WA,M,No,OceanView_Aft,0.21,30/12/2023,1800,12/4/2023,1799.79,1100
103,68,-262,66,3,1,Ship2,QLD,F,Yes,Interior_Bow,0.27,30/12/2023,600,12/4/2023,599.73,1100
104,71,-261,68,3,1,Ship2,NT,M,No,MiniSuites_Bow,0.05,30/12/2023,2700,13/4/2023,2699.95,1100
104,71,-261,68,4,1,Ship2,WA,M,No,OceanView_Mid,0.36,30/12/2023,1500,13/4/2023,1499.64,1100
104,71,-261,68,5,1,Ship2,WA,F,No,PenthouseSuites_Bow,0.02,30/12/2023,4000,13/4/2023,3999.98,1100
105,73,-260,71,2,1,Ship2,SA,M,Yes,PenthouseSuites_Aft,0.27,30/12/2023,3500,14/4/2023,3499.73,1100
105,73,-260,71,3,1,Ship2,TAS,M,No,OceanView_Aft,0.39,30/12/2023,1800,14/4/2023,1799.61,1100
106,75,-259,73,2,1,Ship2,VIC,F,No,PenthouseSuites_Aft,0.04,30/12/2023,3500,15/4/2023,3499.96,1100
106,75,-259,73,3,1,Ship2,VIC,M,No,OceanView_Aft,0.28,30/12/2023,1800,15/4/2023,1799.72,1100
107,77,-258,75,2,1,Ship2,ACT,M,No,OceanView_Bow,0.07,30/12/2023,2100,16/4/2023,2099.93,1100
107,77,-258,75,3,1,Ship2,NSW,M,No,OceanView_Mid,0.37,30/12/2023,1500,16/4/2023,1499.63,1100
108,80,-257,77,3,1,Ship2,SA,M,No,Suites_Bow,0.23,30/12/2023,1100,17/4/2023,1099.77,1100
108,80,-257,77,4,1,Ship2,WA,F,No,Interior_Aft,0.16,30/12/2023,550,17/4/2023,549.84,1100
108,80,-257,77,5,1,Ship2,WA,F,No,Balcony_Mid,0.08,30/12/2023,650,17/4/2023,649.92,1100
109,82,-256,80,2,1,Ship2,QLD,F,No,MiniSuites_Aft,0.16,30/12/2023,2600,18/4/2023,2599.84,1100
109,82,-256,80,3,1,Ship2,VIC,M,No,Interior_Aft,0.09,30/12/2023,550,18/4/2023,549.91,1100
110,85,-255,82,3,1,Ship2,VIC,M,No,OceanView_Aft,0.38,30/12/2023,1800,19/4/2023,1799.62,1100
110,85,-255,82,4,1,Ship2,QLD,F,No,Balcony_Mid,0.14,30/12/2023,650,19/4/2023,649.86,1100
110,85,-255,82,5,1,Ship2,NT,F,No,MiniSuites_Bow,0.3,30/12/2023,2700,19/4/2023,2699.7,1100
111,87,-254,85,2,1,Ship2,NT,M,No,OceanView_Bow,0.04,30/12/2023,2100,20/4/2023,2099.96,1100
111,87,-254,85,3,1,Ship2,WA,F,No,OceanView_Mid,0.21,30/12/2023,1500,20/4/2023,1499.79,1100
112,90,-253,87,3,1,Ship2,ACT,M,Yes,MiniSuites_Bow,0.12,30/12/2023,2700,21/4/2023,2699.88,1100
112,90,-253,87,4,1,Ship2,QLD,M,Yes,MiniSuites_Mid,0.36,30/12/2023,2500,21/4/2023,2499.64,1100
112,90,-253,87,5,1,Ship2,NT,M,Yes,Balcony_Mid,0.38,30/12/2023,650,21/4/2023,649.62,1100
113,93,-252,90,3,1,Ship2,NT,M,No,PenthouseSuites_Bow,0.35,30/12/2023,4000,22/4/2023,3999.65,1100
113,93,-252,90,4,1,Ship2,NSW,M,No,Interior_Aft,0.3,30/12/2023,550,22/4/2023,549.7,1100
113,93,-252,90,5,1,Ship2,ACT,F,Yes,Balcony_Bow,0.01,30/12/2023,750,22/4/2023,749.99,1100
114,95,-251,93,2,1,Ship2,SA,M,Yes,Interior_Mid,0.03,30/12/2023,500,23/4/2023,499.97,1100
114,95,-251,93,3,1,Ship2,ACT,M,No,MiniSuites_Bow,0.07,30/12/2023,2700,23/4/2023,2699.93,1100
115,98,-250,95,3,1,Ship2,ACT,F,Yes,MiniSuites_Bow,0.28,30/12/2023,2700,24/4/2023,2699.72,1100
115,98,-250,95,4,1,Ship2,TAS,M,No,Interior_Aft,0.12,30/12/2023,550,24/4/2023,549.88,1100
115,98,-250,95,5,1,Ship2,VIC,F,Yes,OceanView_Aft,0.28,30/12/2023,1800,24/4/2023,1799.72,1100
116,101,-249,98,3,1,Ship2,TAS,M,No,Interior_Aft,0.34,30/12/2023,550,25/4/2023,549.66,1100
116,101,-249,98,4,1,Ship2,SA,M,No,OceanView_Mid,0.2,30/12/2023,1500,25/4/2023,1499.8,1100
116,101,-249,98,5,1,Ship2,VIC,M,Yes,MiniSuites_Aft,0.01,30/12/2023,2600,25/4/2023,2599.99,1100
117,104,-248,101,3,1,Ship2,NSW,F,Yes,Balcony_Aft,0.08,30/12/2023,700,26/4/2023,699.92,1100
117,104,-248,101,4,1,Ship2,TAS,M,No,Interior_Mid,0.37,30/12/2023,500,26/4/2023,499.63,1100
117,104,-248,101,5,1,Ship2,SA,F,Yes,OceanView_Aft,0.3,30/12/2023,1800,26/4/2023,1799.7,1100
118,107,-247,104,3,1,Ship2,TAS,M,No,Interior_Bow,0.02,30/12/2023,600,27/4/2023,599.98,1100
118,107,-247,104,4,1,Ship2,ACT,F,No,OceanView_Bow,0.09,30/12/2023,2100,27/4/2023,2099.91,1100
118,107,-247,104,5,1,Ship2,NSW,F,Yes,OceanView_Aft,0.15,30/12/2023,1800,27/4/2023,1799.85,1100
119,111,-246,107,4,1,Ship2,QLD,M,No,Balcony_Bow,0.19,30/12/2023,750,28/4/2023,749.81,1100
119,111,-246,107,5,1,Ship2,WA,F,Yes,OceanView_Aft,0.16,30/12/2023,1800,28/4/2023,1799.84,1100
119,111,-246,107,6,1,Ship2,WA,M,No,Interior_Bow,0.14,30/12/2023,600,28/4/2023,599.86,1100
119,111,-246,107,7,1,Ship2,TAS,F,No,OceanView_Bow,0.38,30/12/2023,2100,28/4/2023,2099.62,1100
120,114,-245,111,3,1,Ship2,NT,M,No,OceanView_Aft,0.32,30/12/2023,1800,29/4/2023,1799.68,1100
120,114,-245,111,4,1,Ship2,WA,F,Yes,Balcony_Aft,0.01,30/12/2023,700,29/4/2023,699.99,1100
120,114,-245,111,5,1,Ship2,NT,M,No,MiniSuites_Bow,0.12,30/12/2023,2700,29/4/2023,2699.88,1100
121,117,-244,114,3,1,Ship2,NT,F,Yes,Interior_Bow,0.23,30/12/2023,600,30/4/2023,599.77,1100
121,117,-244,114,4,1,Ship2,NSW,F,No,Interior_Bow,0.01,30/12/2023,600,30/4/2023,599.99,1100
121,117,-244,114,5,1,Ship2,NT,F,No,MiniSuites_Aft,0.32,30/12/2023,2600,30/4/2023,2599.68,1100
122,121,-243,117,4,1,Ship2,WA,F,No,OceanView_Mid,0.09,30/12/2023,1500,1/5/2023,1499.91,1100
122,121,-243,117,5,1,Ship2,NT,M,No,MiniSuites_Aft,0.12,30/12/2023,2600,1/5/2023,2599.88,1100
122,121,-243,117,6,1,Ship2,TAS,F,Yes,OceanView_Aft,0.08,30/12/2023,1800,1/5/2023,1799.92,1100
122,121,-243,117,7,1,Ship2,NSW,M,No,Interior_Mid,0.14,30/12/2023,500,1/5/2023,499.86,1100
123,124,-242,121,3,1,Ship2,WA,F,No,OceanView_Bow,0.26,30/12/2023,2100,2/5/2023,2099.74,1100
123,124,-242,121,4,1,Ship2,ACT,M,No,OceanView_Aft,0.28,30/12/2023,1800,2/5/2023,1799.72,1100
123,124,-242,121,5,1,Ship2,NT,M,No,Interior_Aft,0.13,30/12/2023,550,2/5/2023,549.87,1100
124,128,-241,124,4,1,Ship2,ACT,F,No,Interior_Mid,0.1,30/12/2023,500,3/5/2023,499.9,1100
124,128,-241,124,5,1,Ship2,QLD,M,Yes,Interior_Mid,0.35,30/12/2023,500,3/5/2023,499.65,1100
124,128,-241,124,6,1,Ship2,NSW,M,No,Interior_Aft,0.31,30/12/2023,550,3/5/2023,549.69,1100
124,128,-241,124,7,1,Ship2,VIC,F,Yes,Interior_Mid,0.17,30/12/2023,500,3/5/2023,499.83,1100
125,132,-240,128,4,1,Ship2,NT,M,No,Interior_Mid,0.09,30/12/2023,500,4/5/2023,499.91,1100
125,132,-240,128,5,1,Ship2,ACT,M,Yes,Suites_Mid,0.24,30/12/2023,900,4/5/2023,899.76,1100
125,132,-240,128,6,1,Ship2,VIC,M,No,OceanView_Bow,0.17,30/12/2023,2100,4/5/2023,2099.83,1100
125,132,-240,128,7,1,Ship2,ACT,M,No,OceanView_Aft,0.14,30/12/2023,1800,4/5/2023,1799.86,1100
126,135,-239,132,3,1,Ship2,SA,F,No,Balcony_Bow,0.17,30/12/2023,750,5/5/2023,749.83,1100
126,135,-239,132,4,1,Ship2,SA,M,Yes,Interior_Mid,0.37,30/12/2023,500,5/5/2023,499.63,1100
126,135,-239,132,5,1,Ship2,NT,M,Yes,Interior_Aft,0.16,30/12/2023,550,5/5/2023,549.84,1100
127,139,-238,135,4,1,Ship2,NT,F,No,MiniSuites_Mid,0.04,30/12/2023,2500,6/5/2023,2499.96,1100
127,139,-238,135,5,1,Ship2,VIC,F,No,OceanView_Mid,0.14,30/12/2023,1500,6/5/2023,1499.86,1100
127,139,-238,135,6,1,Ship2,SA,M,Yes,Interior_Aft,0.34,30/12/2023,550,6/5/2023,549.66,1100
127,139,-238,135,7,1,Ship2,ACT,M,Yes,MiniSuites_Mid,0.02,30/12/2023,2500,6/5/2023,2499.98,1100
128,143,-237,139,4,1,Ship2,VIC,M,No,Balcony_Mid,0.14,30/12/2023,650,7/5/2023,649.86,1100
128,143,-237,139,5,1,Ship2,NSW,M,No,OceanView_Mid,0.14,30/12/2023,1500,7/5/2023,1499.86,1100
128,143,-237,139,6,1,Ship2,NSW,F,No,Balcony_Bow,0.02,30/12/2023,750,7/5/2023,749.98,1100
128,143,-237,139,7,1,Ship2,SA,M,No,Balcony_Aft,0,30/12/2023,700,7/5/2023,700,1100
129,147,-236,143,4,1,Ship2,NT,M,No,MiniSuites_Bow,0.11,30/12/2023,2700,8/5/2023,2699.89,1100
129,147,-236,143,5,1,Ship2,VIC,F,No,OceanView_Mid,0.25,30/12/2023,1500,8/5/2023,1499.75,1100
129,147,-236,143,6,1,Ship2,NSW,M,Yes,Balcony_Bow,0.29,30/12/2023,750,8/5/2023,749.71,1100
129,147,-236,143,7,1,Ship2,WA,M,No,Interior_Bow,0.25,30/12/2023,600,8/5/2023,599.75,1100
130,151,-235,147,4,1,Ship2,QLD,M,Yes,Interior_Bow,0.06,30/12/2023,600,9/5/2023,599.94,1100
130,151,-235,147,5,1,Ship2,NSW,F,No,MiniSuites_Bow,0.36,30/12/2023,2700,9/5/2023,2699.64,1100
130,151,-235,147,6,1,Ship2,QLD,M,Yes,MiniSuites_Bow,0.12,30/12/2023,2700,9/5/2023,2699.88,1100
130,151,-235,147,7,1,Ship2,TAS,M,No,Interior_Mid,0.14,30/12/2023,500,9/5/2023,499.86,1100
131,156,-234,151,5,1,Ship2,NSW,F,No,Suites_Bow,0.3,30/12/2023,1100,10/5/2023,1099.7,1100
131,156,-234,151,6,1,Ship2,VIC,F,No,Balcony_Aft,0.02,30/12/2023,700,10/5/2023,699.98,1100
131,156,-234,151,7,1,Ship2,TAS,M,No,Interior_Mid,0.28,30/12/2023,500,10/5/2023,499.72,1100
131,156,-234,151,8,1,Ship2,SA,M,No,Balcony_Mid,0.14,30/12/2023,650,10/5/2023,649.86,1100
131,156,-234,151,9,1,Ship2,NSW,M,No,Interior_Aft,0.2,30/12/2023,550,10/5/2023,549.8,1100
132,160,-233,156,4,1,Ship2,SA,F,No,Interior_Bow,0.02,30/12/2023,600,11/5/2023,599.98,1100
132,160,-233,156,5,1,Ship2,NSW,F,No,Balcony_Mid,0.22,30/12/2023,650,11/5/2023,649.78,1100
132,160,-233,156,6,1,Ship2,TAS,F,No,Suites_Mid,0.25,30/12/2023,900,11/5/2023,899.75,1100
132,160,-233,156,7,1,Ship2,ACT,M,No,Interior_Bow,0.17,30/12/2023,600,11/5/2023,599.83,1100
133,165,-232,160,5,1,Ship2,WA,F,No,Suites_Aft,0.11,30/12/2023,1000,12/5/2023,999.89,1100
133,165,-232,160,6,1,Ship2,VIC,M,No,Balcony_Mid,0.19,30/12/2023,650,12/5/2023,649.81,1100
133,165,-232,160,7,1,Ship2,QLD,M,Yes,Balcony_Aft,0.37,30/12/2023,700,12/5/2023,699.63,1100
133,165,-232,160,8,1,Ship2,QLD,M,No,Interior_Bow,0.37,30/12/2023,600,12/5/2023,599.63,1100
133,165,-232,160,9,1,Ship2,QLD,M,No,Interior_Aft,0.19,30/12/2023,550,12/5/2023,549.81,1100
134,169,-231,165,4,1,Ship2,NSW,F,Yes,Interior_Aft,0.38,30/12/2023,550,13/5/2023,549.62,1100
134,169,-231,165,5,1,Ship2,NT,M,No,Interior_Bow,0.34,30/12/2023,600,13/5/2023,599.66,1100
134,169,-231,165,6,1,Ship2,VIC,F,Yes,Interior_Mid,0.02,30/12/2023,500,13/5/2023,499.98,1100
134,169,-231,165,7,1,Ship2,ACT,F,Yes,OceanView_Aft,0.28,30/12/2023,1800,13/5/2023,1799.72,1100
135,174,-230,169,5,1,Ship2,TAS,M,Yes,MiniSuites_Aft,0.33,30/12/2023,2600,14/5/2023,2599.67,1100
135,174,-230,169,6,1,Ship2,VIC,F,No,OceanView_Bow,0.26,30/12/2023,2100,14/5/2023,2099.74,1100
135,174,-230,169,7,1,Ship2,VIC,M,No,Balcony_Bow,0.12,30/12/2023,750,14/5/2023,749.88,1100
135,174,-230,169,8,1,Ship2,NT,M,No,Balcony_Mid,0.38,30/12/2023,650,14/5/2023,649.62,1100
135,174,-230,169,9,1,Ship2,NT,F,Yes,Balcony_Aft,0.07,30/12/2023,700,14/5/2023,699.93,1100
136,179,-229,174,5,1,Ship2,QLD,M,No,Suites_Mid,0.34,30/12/2023,900,15/5/2023,899.66,1100
136,179,-229,174,6,1,Ship2,NSW,F,No,Suites_Mid,0.38,30/12/2023,900,15/5/2023,899.62,1100
136,179,-229,174,7,1,Ship2,NSW,F,Yes,Balcony_Aft,0.08,30/12/2023,700,15/5/2023,699.92,1100
136,179,-229,174,8,1,Ship2,NT,F,No,Interior_Bow,0.39,30/12/2023,600,15/5/2023,599.61,1100
136,179,-229,174,9,1,Ship2,ACT,M,No,Balcony_Mid,0,30/12/2023,650,15/5/2023,650,1100
137,184,-228,179,5,1,Ship2,TAS,M,No,Balcony_Mid,0.24,30/12/2023,650,16/5/2023,649.76,1100
137,184,-228,179,6,1,Ship2,SA,M,Yes,Interior_Mid,0.25,30/12/2023,500,16/5/2023,499.75,1100
137,184,-228,179,7,1,Ship2,QLD,M,No,OceanView_Mid,0.3,30/12/2023,1500,16/5/2023,1499.7,1100
137,184,-228,179,8,1,Ship2,SA,M,No,Interior_Bow,0.07,30/12/2023,600,16/5/2023,599.93,1100
137,184,-228,179,9,1,Ship2,NT,M,No,OceanView_Bow,0.18,30/12/2023,2100,16/5/2023,2099.82,1100
138,188,-227,184,4,1,Ship2,TAS,M,No,OceanView_Mid,0.3,30/12/2023,1500,17/5/2023,1499.7,1100
138,188,-227,184,5,1,Ship2,NSW,M,No,Balcony_Aft,0.18,30/12/2023,700,17/5/2023,699.82,1100
138,188,-227,184,6,1,Ship2,QLD,F,No,OceanView_Bow,0.02,30/12/2023,2100,17/5/2023,2099.98,1100
138,188,-227,184,7,1,Ship2,NT,F,No,Balcony_Mid,0.03,30/12/2023,650,17/5/2023,649.97,1100
139,194,-226,188,6,1,Ship2,NT,M,Yes,Interior_Bow,0.32,30/12/2023,600,18/5/2023,599.68,1100
139,194,-226,188,7,1,Ship2,QLD,F,No,Interior_Bow,0.31,30/12/2023,600,18/5/2023,599.69,1100
139,194,-226,188,8,1,Ship2,QLD,M,Yes,MiniSuites_Aft,0.29,30/12/2023,2600,18/5/2023,2599.71,1100
139,194,-226,188,9,1,Ship2,WA,M,Yes,OceanView_Aft,0,30/12/2023,1800,18/5/2023,1800,1100
139,194,-226,188,10,1,Ship2,TAS,M,No,Interior_Bow,0.24,30/12/2023,600,18/5/2023,599.76,1100
139,194,-226,188,11,1,Ship2,QLD,F,No,Balcony_Bow,0.29,30/12/2023,750,18/5/2023,749.71,1100
140,199,-225,194,5,1,Ship2,NSW,F,No,Interior_Aft,0.29,30/12/2023,550,19/5/2023,549.71,1100
140,199,-225,194,6,1,Ship2,NSW,F,Yes,Suites_Aft,0.36,30/12/2023,1000,19/5/2023,999.64,1100
140,199,-225,194,7,1,Ship2,NSW,M,No,MiniSuites_Bow,0.29,30/12/2023,2700,19/5/2023,2699.71,1100
140,199,-225,194,8,1,Ship2,WA,M,No,OceanView_Bow,0,30/12/2023,2100,19/5/2023,2100,1100
140,199,-225,194,9,1,Ship2,NSW,M,No,MiniSuites_Aft,0.39,30/12/2023,2600,19/5/2023,2599.61,1100
141,204,-224,199,5,1,Ship2,SA,F,No,Interior_Mid,0.29,30/12/2023,500,20/5/2023,499.71,1100
141,204,-224,199,6,1,Ship2,TAS,M,No,Balcony_Aft,0.38,30/12/2023,700,20/5/2023,699.62,1100
141,204,-224,199,7,1,Ship2,WA,M,No,Interior_Aft,0.34,30/12/2023,550,20/5/2023,549.66,1100
141,204,-224,199,8,1,Ship2,TAS,M,No,MiniSuites_Mid,0.18,30/12/2023,2500,20/5/2023,2499.82,1100
141,204,-224,199,9,1,Ship2,VIC,F,Yes,Interior_Mid,0.11,30/12/2023,500,20/5/2023,499.89,1100
142,209,-223,204,5,1,Ship2,NSW,M,No,OceanView_Bow,0.04,30/12/2023,2100,21/5/2023,2099.96,1100
142,209,-223,204,6,1,Ship2,QLD,M,No,Interior_Bow,0.24,30/12/2023,600,21/5/2023,599.76,1100
142,209,-223,204,7,1,Ship2,ACT,F,Yes,MiniSuites_Bow,0.2,30/12/2023,2700,21/5/2023,2699.8,1100
142,209,-223,204,8,1,Ship2,SA,M,No,OceanView_Aft,0.02,30/12/2023,1800,21/5/2023,1799.98,1100
142,209,-223,204,9,1,Ship2,ACT,F,Yes,OceanView_Mid,0.04,30/12/2023,1500,21/5/2023,1499.96,1100
143,215,-222,209,6,1,Ship2,VIC,F,No,Interior_Bow,0.1,30/12/2023,600,22/5/2023,599.9,1100
143,215,-222,209,7,1,Ship2,WA,M,Yes,Interior_Bow,0.12,30/12/2023,600,22/5/2023,599.88,1100
143,215,-222,209,8,1,Ship2,QLD,M,No,Interior_Bow,0.36,30/12/2023,600,22/5/2023,599.64,1100
143,215,-222,209,9,1,Ship2,VIC,M,Yes,OceanView_Mid,0.19,30/12/2023,1500,22/5/2023,1499.81,1100
143,215,-222,209,10,1,Ship2,TAS,M,No,Suites_Mid,0.25,30/12/2023,900,22/5/2023,899.75,1100
143,215,-222,209,11,1,Ship2,NSW,M,Yes,OceanView_Bow,0.35,30/12/2023,2100,22/5/2023,2099.65,1100
144,221,-221,215,6,1,Ship2,VIC,M,No,OceanView_Bow,0.07,30/12/2023,2100,23/5/2023,2099.93,1100
144,221,-221,215,7,1,Ship2,NT,F,No,Balcony_Aft,0.39,30/12/2023,700,23/5/2023,699.61,1100
144,221,-221,215,8,1,Ship2,ACT,F,Yes,Balcony_Aft,0.03,30/12/2023,700,23/5/2023,699.97,1100
144,221,-221,215,9,1,Ship2,VIC,M,No,MiniSuites_Mid,0.25,30/12/2023,2500,23/5/2023,2499.75,1100
