day,flag,ID,sail_date,booking_date, Age ,state,gender,returning_cust,ticket_type,RRP,discount,purchased_price,capacity
-352,1,Ship8,28/4/2023,11/5/2022,20,WA,M,No,Interior_Mid,500,0.03,485,1000
-351,1,Ship8,28/4/2023,12/5/2022,18,NSW,F,No,Interior_Mid,500,0.07,465,1000
-351,1,Ship8,28/4/2023,12/5/2022,41,VIC,F,No,Interior_Mid,500,0.33,335,1000
-350,1,Ship8,28/4/2023,13/5/2022,80,SA,M,Yes,Interior_Mid,500,0.06,470,1000
-350,1,Ship8,28/4/2023,13/5/2022,80,TAS,F,Yes,Interior_Mid,500,0.33,335,1000
-349,1,Ship8,28/4/2023,14/5/2022,80,TAS,M,No,Interior_Mid,500,0.13,435,1000
-349,1,Ship8,28/4/2023,14/5/2022,80,SA,M,No,Interior_Mid,500,0.02,490,1000
-349,1,Ship8,28/4/2023,14/5/2022,18,QLD,M,No,Interior_Mid,500,0.02,490,1000
-348,1,Ship8,28/4/2023,15/5/2022,54,WA,F,No,Interior_Mid,500,0.09,455,1000
-348,1,Ship8,28/4/2023,15/5/2022,29,SA,M,No,Interior_Mid,500,0.31,345,1000
-347,1,Ship8,28/4/2023,16/5/2022,35,TAS,M,No,Interior_Mid,500,0.19,405,1000
-347,1,Ship8,28/4/2023,16/5/2022,32,TAS,M,No,Interior_Mid,500,0.13,435,1000
-347,1,Ship8,28/4/2023,16/5/2022,80,NT,M,No,Interior_Mid,500,0.16,420,1000
-346,1,Ship8,28/4/2023,17/5/2022,80,TAS,M,Yes,Interior_Mid,500,0.17,415,1000
-346,1,Ship8,28/4/2023,17/5/2022,20,QLD,M,No,Interior_Mid,500,0.34,330,1000
-345,1,Ship8,28/4/2023,18/5/2022,80,VIC,M,No,Interior_Mid,500,0.08,460,1000
-345,1,Ship8,28/4/2023,18/5/2022,31,NT,F,No,Interior_Mid,500,0.19,405,1000
-345,1,Ship8,28/4/2023,18/5/2022,18,NSW,F,No,Interior_Mid,500,0.05,475,1000
-344,1,Ship8,28/4/2023,19/5/2022,49,ACT,M,No,Interior_Mid,500,0.36,320,1000
-344,1,Ship8,28/4/2023,19/5/2022,46,QLD,F,No,Interior_Mid,500,0.31,345,1000
-343,1,Ship8,28/4/2023,20/5/2022,18,TAS,M,Yes,Interior_Aft,550,0.06,517,1000
-343,1,Ship8,28/4/2023,20/5/2022,18,NT,M,No,Interior_Aft,550,0.38,341,1000
-343,1,Ship8,28/4/2023,20/5/2022,80,NSW,F,Yes,Interior_Aft,550,0.38,341,1000
-342,1,Ship8,28/4/2023,21/5/2022,71,SA,M,No,Interior_Aft,550,0.12,484,1000
-342,1,Ship8,28/4/2023,21/5/2022,18,VIC,M,Yes,Interior_Aft,550,0.34,363,1000
-342,1,Ship8,28/4/2023,21/5/2022,80,WA,F,No,Interior_Aft,550,0.19,445.5,1000
-341,1,Ship8,28/4/2023,22/5/2022,80,WA,F,No,Interior_Aft,550,0.08,506,1000
-341,1,Ship8,28/4/2023,22/5/2022,38,TAS,M,Yes,Interior_Aft,550,0,550,1000
-341,1,Ship8,28/4/2023,22/5/2022,18,VIC,F,No,Interior_Aft,550,0.04,528,1000
-340,1,Ship8,28/4/2023,23/5/2022,45,SA,F,Yes,Interior_Aft,550,0.17,456.5,1000
-340,1,Ship8,28/4/2023,23/5/2022,48,QLD,M,No,Interior_Aft,550,0.27,401.5,1000
-340,1,Ship8,28/4/2023,23/5/2022,72,SA,F,No,Interior_Aft,550,0.06,517,1000
-339,1,Ship8,28/4/2023,24/5/2022,48,ACT,M,Yes,Interior_Aft,550,0.08,506,1000
-339,1,Ship8,28/4/2023,24/5/2022,80,NT,F,No,Interior_Aft,550,0.09,500.5,1000
-339,1,Ship8,28/4/2023,24/5/2022,80,SA,F,No,Interior_Aft,550,0.37,346.5,1000
-338,1,Ship8,28/4/2023,25/5/2022,49,QLD,F,No,Interior_Aft,550,0.22,429,1000
-338,1,Ship8,28/4/2023,25/5/2022,80,WA,M,No,Interior_Aft,550,0.26,407,1000
-338,1,Ship8,28/4/2023,25/5/2022,57,TAS,F,No,Interior_Aft,550,0.04,528,1000
-337,1,Ship8,28/4/2023,26/5/2022,18,NT,M,No,Interior_Aft,550,0.3,385,1000
-337,1,Ship8,28/4/2023,26/5/2022,64,TAS,M,No,Interior_Aft,550,0.06,517,1000
-337,1,Ship8,28/4/2023,26/5/2022,18,SA,M,No,Interior_Aft,550,0.39,335.5,1000
-336,1,Ship8,28/4/2023,27/5/2022,69,ACT,M,No,Interior_Aft,550,0.14,473,1000
-336,1,Ship8,28/4/2023,27/5/2022,65,NSW,M,Yes,Interior_Aft,550,0.03,533.5,1000
-336,1,Ship8,28/4/2023,27/5/2022,45,SA,F,Yes,Interior_Aft,550,0.28,396,1000
-335,1,Ship8,28/4/2023,28/5/2022,42,TAS,M,No,Interior_Aft,550,0.24,418,1000
-335,1,Ship8,28/4/2023,28/5/2022,60,SA,F,Yes,Interior_Aft,550,0.18,451,1000
-335,1,Ship8,28/4/2023,28/5/2022,18,WA,M,No,Interior_Aft,550,0.34,363,1000
-335,1,Ship8,28/4/2023,28/5/2022,24,TAS,F,No,Interior_Aft,550,0.09,500.5,1000
-334,1,Ship8,28/4/2023,29/5/2022,51,TAS,M,Yes,Interior_Aft,550,0.34,363,1000
-334,1,Ship8,28/4/2023,29/5/2022,77,WA,F,Yes,Interior_Aft,550,0.14,473,1000
-334,1,Ship8,28/4/2023,29/5/2022,22,WA,F,Yes,Interior_Aft,550,0.07,511.5,1000
-333,1,Ship8,28/4/2023,30/5/2022,33,VIC,M,No,Interior_Aft,550,0.04,528,1000
-333,1,Ship8,28/4/2023,30/5/2022,80,NT,M,No,Interior_Aft,550,0.25,412.5,1000
-333,1,Ship8,28/4/2023,30/5/2022,80,WA,M,No,Interior_Aft,550,0.33,368.5,1000
-333,1,Ship8,28/4/2023,30/5/2022,18,QLD,F,Yes,Interior_Aft,550,0.1,495,1000
-332,1,Ship8,28/4/2023,31/5/2022,70,QLD,M,Yes,Interior_Aft,550,0.38,341,1000
-332,1,Ship8,28/4/2023,31/5/2022,43,QLD,F,Yes,Interior_Aft,550,0.02,539,1000
-332,1,Ship8,28/4/2023,31/5/2022,71,NT,M,Yes,Interior_Aft,550,0.17,456.5,1000
-331,1,Ship8,28/4/2023,1/6/2022,80,WA,M,No,Interior_Aft,550,0.32,374,1000
-331,1,Ship8,28/4/2023,1/6/2022,70,QLD,F,Yes,Interior_Aft,550,0.3,385,1000
-331,1,Ship8,28/4/2023,1/6/2022,20,ACT,F,No,Interior_Aft,550,0.04,528,1000
-331,1,Ship8,28/4/2023,1/6/2022,18,ACT,M,Yes,Interior_Aft,550,0.31,379.5,1000
-330,1,Ship8,28/4/2023,2/6/2022,35,VIC,M,No,Interior_Aft,550,0.18,451,1000
-330,1,Ship8,28/4/2023,2/6/2022,65,NSW,F,Yes,Interior_Aft,550,0.11,489.5,1000
-330,1,Ship8,28/4/2023,2/6/2022,33,VIC,M,Yes,Interior_Aft,550,0.33,368.5,1000
-330,1,Ship8,28/4/2023,2/6/2022,33,TAS,F,Yes,Interior_Aft,550,0.18,451,1000
-329,1,Ship8,28/4/2023,3/6/2022,18,WA,M,No,Interior_Aft,550,0.3,385,1000
-329,1,Ship8,28/4/2023,3/6/2022,80,TAS,F,Yes,Interior_Aft,550,0.36,352,1000
-329,1,Ship8,28/4/2023,3/6/2022,33,TAS,M,Yes,Interior_Aft,550,0.28,396,1000
-329,1,Ship8,28/4/2023,3/6/2022,45,QLD,F,Yes,Interior_Aft,550,0.06,517,1000
-328,1,Ship8,28/4/2023,4/6/2022,44,VIC,M,No,Interior_Aft,550,0.07,511.5,1000
-328,1,Ship8,28/4/2023,4/6/2022,80,WA,F,Yes,Interior_Aft,550,0.29,390.5,1000
-328,1,Ship8,28/4/2023,4/6/2022,75,QLD,M,No,Interior_Aft,550,0.02,539,1000
-328,1,Ship8,28/4/2023,4/6/2022,75,TAS,M,No,Interior_Aft,550,0.2,440,1000
-327,1,Ship8,28/4/2023,5/6/2022,80,NT,M,No,Interior_Aft,550,0.18,451,1000
-327,1,Ship8,28/4/2023,5/6/2022,80,NSW,F,Yes,Interior_Aft,550,0.14,473,1000
-327,1,Ship8,28/4/2023,5/6/2022,68,VIC,F,Yes,Interior_Aft,550,0.14,473,1000
-327,1,Ship8,28/4/2023,5/6/2022,18,WA,M,Yes,Interior_Aft,550,0.18,451,1000
-326,1,Ship8,28/4/2023,6/6/2022,36,WA,F,No,Interior_Aft,550,0.26,407,1000
-326,1,Ship8,28/4/2023,6/6/2022,18,WA,F,Yes,Interior_Aft,550,0.29,390.5,1000
-326,1,Ship8,28/4/2023,6/6/2022,48,TAS,M,No,Interior_Aft,550,0.2,440,1000
-326,1,Ship8,28/4/2023,6/6/2022,49,TAS,F,Yes,Interior_Aft,550,0.21,434.5,1000
-325,1,Ship8,28/4/2023,7/6/2022,80,ACT,F,No,Interior_Aft,550,0.11,489.5,1000
-325,1,Ship8,28/4/2023,7/6/2022,36,QLD,F,Yes,Interior_Aft,550,0.05,522.5,1000
-325,1,Ship8,28/4/2023,7/6/2022,57,NT,M,No,Interior_Aft,550,0.32,374,1000
-325,1,Ship8,28/4/2023,7/6/2022,80,WA,F,Yes,Interior_Aft,550,0.25,412.5,1000
-325,1,Ship8,28/4/2023,7/6/2022,18,VIC,F,No,Interior_Aft,550,0.24,418,1000
-324,1,Ship8,28/4/2023,8/6/2022,60,NSW,F,No,Interior_Aft,550,0.09,500.5,1000
-324,1,Ship8,28/4/2023,8/6/2022,18,NSW,M,No,Interior_Aft,550,0.32,374,1000
-324,1,Ship8,28/4/2023,8/6/2022,24,NSW,M,No,Interior_Aft,550,0.11,489.5,1000
-324,1,Ship8,28/4/2023,8/6/2022,61,QLD,F,No,Interior_Aft,550,0.37,346.5,1000
-323,1,Ship8,28/4/2023,9/6/2022,47,NSW,F,Yes,Interior_Aft,550,0.24,418,1000
-323,1,Ship8,28/4/2023,9/6/2022,48,TAS,M,No,Interior_Aft,550,0.05,522.5,1000
-323,1,Ship8,28/4/2023,9/6/2022,80,TAS,M,No,Interior_Aft,550,0.06,517,1000
-323,1,Ship8,28/4/2023,9/6/2022,33,VIC,M,Yes,Interior_Aft,550,0.35,357.5,1000
-322,1,Ship8,28/4/2023,10/6/2022,18,QLD,F,No,Interior_Aft,550,0.05,522.5,1000
-322,1,Ship8,28/4/2023,10/6/2022,69,TAS,M,Yes,Interior_Aft,550,0.33,368.5,1000
-322,1,Ship8,28/4/2023,10/6/2022,18,NSW,F,Yes,Interior_Aft,550,0.07,511.5,1000
-322,1,Ship8,28/4/2023,10/6/2022,18,NT,M,Yes,Interior_Aft,550,0.24,418,1000
-322,1,Ship8,28/4/2023,10/6/2022,80,ACT,M,No,Interior_Aft,550,0.36,352,1000
-321,1,Ship8,28/4/2023,11/6/2022,43,WA,F,Yes,Interior_Aft,550,0.14,473,1000
-321,1,Ship8,28/4/2023,11/6/2022,63,NSW,M,Yes,Interior_Aft,550,0.16,462,1000
-321,1,Ship8,28/4/2023,11/6/2022,24,NSW,F,No,Interior_Aft,550,0.3,385,1000
-321,1,Ship8,28/4/2023,11/6/2022,18,ACT,M,No,Interior_Aft,550,0.34,363,1000
-321,1,Ship8,28/4/2023,11/6/2022,18,QLD,F,No,Interior_Aft,550,0,550,1000
-320,1,Ship8,28/4/2023,12/6/2022,52,NSW,M,No,Interior_Aft,550,0.13,478.5,1000
-320,1,Ship8,28/4/2023,12/6/2022,18,SA,M,No,Interior_Aft,550,0.32,374,1000
-320,1,Ship8,28/4/2023,12/6/2022,80,TAS,M,No,Interior_Aft,550,0.29,390.5,1000
-320,1,Ship8,28/4/2023,12/6/2022,80,VIC,F,Yes,Interior_Aft,550,0.09,500.5,1000
-320,1,Ship8,28/4/2023,12/6/2022,44,QLD,M,Yes,Interior_Aft,550,0.25,412.5,1000
-319,1,Ship8,28/4/2023,13/6/2022,38,QLD,F,No,Interior_Bow,600,0.28,432,1000
-319,1,Ship8,28/4/2023,13/6/2022,29,TAS,M,Yes,Interior_Bow,600,0.23,462,1000
-319,1,Ship8,28/4/2023,13/6/2022,80,NSW,M,No,Interior_Bow,600,0.1,540,1000
-319,1,Ship8,28/4/2023,13/6/2022,44,NSW,F,Yes,Interior_Bow,600,0.12,528,1000
-318,1,Ship8,28/4/2023,14/6/2022,49,ACT,F,No,Interior_Bow,600,0.36,384,1000
-318,1,Ship8,28/4/2023,14/6/2022,40,QLD,M,Yes,Interior_Bow,600,0.36,384,1000
-318,1,Ship8,28/4/2023,14/6/2022,18,SA,F,Yes,Interior_Bow,600,0.38,372,1000
-318,1,Ship8,28/4/2023,14/6/2022,56,NT,F,No,Interior_Bow,600,0.12,528,1000
-318,1,Ship8,28/4/2023,14/6/2022,45,VIC,M,Yes,Interior_Bow,600,0.29,426,1000
-317,1,Ship8,28/4/2023,15/6/2022,80,QLD,M,No,Interior_Bow,600,0.34,396,1000
-317,1,Ship8,28/4/2023,15/6/2022,80,QLD,M,No,Interior_Bow,600,0.14,516,1000
-317,1,Ship8,28/4/2023,15/6/2022,80,NT,M,No,Interior_Bow,600,0.16,504,1000
-317,1,Ship8,28/4/2023,15/6/2022,80,ACT,M,No,Interior_Bow,600,0.16,504,1000
-317,1,Ship8,28/4/2023,15/6/2022,74,NT,M,No,Interior_Bow,600,0.37,378,1000
-317,1,Ship8,28/4/2023,15/6/2022,70,TAS,M,Yes,Interior_Bow,600,0.21,474,1000
-316,1,Ship8,28/4/2023,16/6/2022,80,SA,M,No,Interior_Bow,600,0.08,552,1000
-316,1,Ship8,28/4/2023,16/6/2022,18,NT,M,Yes,Interior_Bow,600,0.21,474,1000
-316,1,Ship8,28/4/2023,16/6/2022,20,TAS,F,Yes,Interior_Bow,600,0.19,486,1000
-316,1,Ship8,28/4/2023,16/6/2022,69,VIC,M,Yes,Interior_Bow,600,0.26,444,1000
-316,1,Ship8,28/4/2023,16/6/2022,80,NT,M,Yes,Interior_Bow,600,0.26,444,1000
-315,1,Ship8,28/4/2023,17/6/2022,80,TAS,M,No,Interior_Bow,600,0.15,510,1000
-315,1,Ship8,28/4/2023,17/6/2022,70,QLD,M,No,Interior_Bow,600,0,600,1000
-315,1,Ship8,28/4/2023,17/6/2022,18,NSW,M,No,Interior_Bow,600,0.35,390,1000
-315,1,Ship8,28/4/2023,17/6/2022,80,NT,F,No,Interior_Bow,600,0.13,522,1000
-315,1,Ship8,28/4/2023,17/6/2022,18,TAS,F,No,Interior_Bow,600,0.03,582,1000
-314,1,Ship8,28/4/2023,18/6/2022,18,QLD,F,No,Interior_Bow,600,0.05,570,1000
-314,1,Ship8,28/4/2023,18/6/2022,42,TAS,M,Yes,Interior_Bow,600,0.34,396,1000
-314,1,Ship8,28/4/2023,18/6/2022,78,SA,F,No,Interior_Bow,600,0.33,402,1000
-314,1,Ship8,28/4/2023,18/6/2022,61,ACT,M,Yes,Interior_Bow,600,0.13,522,1000
-314,1,Ship8,28/4/2023,18/6/2022,80,ACT,F,No,Interior_Bow,600,0.12,528,1000
-313,1,Ship8,28/4/2023,19/6/2022,80,WA,M,Yes,Interior_Bow,600,0.12,528,1000
-313,1,Ship8,28/4/2023,19/6/2022,80,VIC,F,Yes,Interior_Bow,600,0.22,468,1000
-313,1,Ship8,28/4/2023,19/6/2022,18,TAS,M,Yes,Interior_Bow,600,0.27,438,1000
-313,1,Ship8,28/4/2023,19/6/2022,24,SA,F,No,Interior_Bow,600,0.08,552,1000
-313,1,Ship8,28/4/2023,19/6/2022,80,QLD,M,No,Interior_Bow,600,0.06,564,1000
-313,1,Ship8,28/4/2023,19/6/2022,43,QLD,M,No,Interior_Bow,600,0.03,582,1000
-312,1,Ship8,28/4/2023,20/6/2022,25,NT,M,Yes,Interior_Bow,600,0.39,366,1000
-312,1,Ship8,28/4/2023,20/6/2022,80,TAS,M,Yes,Interior_Bow,600,0.12,528,1000
-312,1,Ship8,28/4/2023,20/6/2022,65,VIC,M,No,Interior_Bow,600,0.21,474,1000
-312,1,Ship8,28/4/2023,20/6/2022,18,SA,M,Yes,Interior_Bow,600,0.22,468,1000
-312,1,Ship8,28/4/2023,20/6/2022,18,VIC,F,No,Interior_Bow,600,0.38,372,1000
-312,1,Ship8,28/4/2023,20/6/2022,18,VIC,F,No,Interior_Bow,600,0.31,414,1000
-311,1,Ship8,28/4/2023,21/6/2022,80,VIC,F,Yes,Interior_Bow,600,0.3,420,1000
-311,1,Ship8,28/4/2023,21/6/2022,80,NT,F,No,Interior_Bow,600,0.2,480,1000
-311,1,Ship8,28/4/2023,21/6/2022,47,TAS,M,Yes,Interior_Bow,600,0.29,426,1000
-311,1,Ship8,28/4/2023,21/6/2022,32,NSW,M,No,Interior_Bow,600,0.21,474,1000
-311,1,Ship8,28/4/2023,21/6/2022,37,NSW,F,No,Interior_Bow,600,0.21,474,1000
-310,1,Ship8,28/4/2023,22/6/2022,19,ACT,F,No,Interior_Bow,600,0.06,564,1000
-310,1,Ship8,28/4/2023,22/6/2022,57,TAS,F,Yes,Interior_Bow,600,0,600,1000
-310,1,Ship8,28/4/2023,22/6/2022,71,NSW,M,No,Interior_Bow,600,0.3,420,1000
-310,1,Ship8,28/4/2023,22/6/2022,32,NSW,F,No,Interior_Bow,600,0.21,474,1000
-310,1,Ship8,28/4/2023,22/6/2022,80,VIC,F,Yes,Interior_Bow,600,0.19,486,1000
-310,1,Ship8,28/4/2023,22/6/2022,48,NSW,M,No,Interior_Bow,600,0.39,366,1000
-309,1,Ship8,28/4/2023,23/6/2022,43,SA,M,Yes,Interior_Bow,600,0.14,516,1000
-309,1,Ship8,28/4/2023,23/6/2022,37,ACT,M,No,Interior_Bow,600,0.14,516,1000
-309,1,Ship8,28/4/2023,23/6/2022,68,QLD,M,Yes,Interior_Bow,600,0.11,534,1000
-309,1,Ship8,28/4/2023,23/6/2022,52,QLD,M,No,Interior_Bow,600,0.02,588,1000
-309,1,Ship8,28/4/2023,23/6/2022,41,QLD,M,No,Interior_Bow,600,0.38,372,1000
-309,1,Ship8,28/4/2023,23/6/2022,23,NT,F,Yes,Interior_Bow,600,0.28,432,1000
-308,1,Ship8,28/4/2023,24/6/2022,52,QLD,F,No,Interior_Bow,600,0.24,456,1000
-308,1,Ship8,28/4/2023,24/6/2022,80,NT,F,No,Interior_Bow,600,0.39,366,1000
-308,1,Ship8,28/4/2023,24/6/2022,24,VIC,M,No,Interior_Bow,600,0.22,468,1000
-308,1,Ship8,28/4/2023,24/6/2022,60,VIC,M,Yes,Interior_Bow,600,0.14,516,1000
-308,1,Ship8,28/4/2023,24/6/2022,29,NSW,M,Yes,Interior_Bow,600,0.38,372,1000
-308,1,Ship8,28/4/2023,24/6/2022,67,TAS,M,No,Interior_Bow,600,0.09,546,1000
-307,1,Ship8,28/4/2023,25/6/2022,57,SA,F,Yes,Interior_Bow,600,0.25,450,1000
-307,1,Ship8,28/4/2023,25/6/2022,80,VIC,F,No,Interior_Bow,600,0.1,540,1000
-307,1,Ship8,28/4/2023,25/6/2022,18,VIC,M,No,Interior_Bow,600,0.17,498,1000
-307,1,Ship8,28/4/2023,25/6/2022,35,TAS,M,No,Interior_Bow,600,0.29,426,1000
-307,1,Ship8,28/4/2023,25/6/2022,80,VIC,M,No,Interior_Bow,600,0.36,384,1000
-307,1,Ship8,28/4/2023,25/6/2022,69,NSW,M,No,Interior_Bow,600,0.21,474,1000
-306,1,Ship8,28/4/2023,26/6/2022,19,VIC,M,No,Interior_Bow,600,0,600,1000
-306,1,Ship8,28/4/2023,26/6/2022,80,VIC,F,No,Interior_Bow,600,0.11,534,1000
-306,1,Ship8,28/4/2023,26/6/2022,73,WA,F,Yes,Interior_Bow,600,0.06,564,1000
-306,1,Ship8,28/4/2023,26/6/2022,18,NSW,M,No,Interior_Bow,600,0.24,456,1000
-306,1,Ship8,28/4/2023,26/6/2022,78,ACT,F,Yes,Interior_Bow,600,0.32,408,1000
-306,1,Ship8,28/4/2023,26/6/2022,80,VIC,M,Yes,Interior_Bow,600,0.34,396,1000
-306,1,Ship8,28/4/2023,26/6/2022,18,VIC,M,No,Interior_Bow,600,0.3,420,1000
