index,bookings_cumm,day,next,bookings_daily,flag,ID,state,gender,returning_cust,ticket_type,discount,sail_date,RRP,booking_date,purchased_price,capacity
7,59,-358,57,2,1,Ship8,ACT,F,Yes,Interior_Bow,0.05,28/4/2023,600,5/5/2022,599.95,1000
7,59,-358,57,3,1,Ship8,TAS,F,No,OceanView_Aft,0.38,28/4/2023,1800,5/5/2022,1799.62,1000
8,61,-357,59,2,1,Ship8,ACT,M,No,Balcony_Mid,0.07,28/4/2023,650,6/5/2022,649.93,1000
8,61,-357,59,3,1,Ship8,SA,F,Yes,OceanView_Aft,0.1,28/4/2023,1800,6/5/2022,1799.9,1000
9,63,-356,61,2,1,Ship8,SA,F,No,Interior_Mid,0.2,28/4/2023,500,7/5/2022,499.8,1000
9,63,-356,61,3,1,Ship8,SA,M,Yes,Interior_Bow,0.33,28/4/2023,600,7/5/2022,599.67,1000
10,65,-355,63,2,1,Ship8,NT,M,Yes,Interior_Aft,0.17,28/4/2023,550,8/5/2022,549.83,1000
10,65,-355,63,3,1,Ship8,TAS,M,Yes,OceanView_Bow,0.33,28/4/2023,2100,8/5/2022,2099.67,1000
11,67,-354,65,2,1,Ship8,NT,F,Yes,MiniSuites_Bow,0.33,28/4/2023,2700,9/5/2022,2699.67,1000
11,67,-354,65,3,1,Ship8,WA,F,Yes,Interior_Mid,0.07,28/4/2023,500,9/5/2022,499.93,1000
12,69,-353,67,2,1,Ship8,VIC,M,Yes,MiniSuites_Bow,0.05,28/4/2023,2700,10/5/2022,2699.95,1000
12,69,-353,67,3,1,Ship8,SA,F,No,OceanView_Mid,0.11,28/4/2023,1500,10/5/2022,1499.89,1000
13,71,-352,69,2,1,Ship8,QLD,F,No,Interior_Aft,0.2,28/4/2023,550,11/5/2022,549.8,1000
13,71,-352,69,3,1,Ship8,TAS,F,No,OceanView_Aft,0.25,28/4/2023,1800,11/5/2022,1799.75,1000
14,73,-351,71,2,1,Ship8,VIC,M,Yes,OceanView_Mid,0.33,28/4/2023,1500,12/5/2022,1499.67,1000
14,73,-351,71,3,1,Ship8,NSW,M,No,Balcony_Aft,0.31,28/4/2023,700,12/5/2022,699.69,1000
15,75,-350,73,2,1,Ship8,NT,F,No,OceanView_Mid,0.37,28/4/2023,1500,13/5/2022,1499.63,1000
15,75,-350,73,3,1,Ship8,NT,F,No,MiniSuites_Bow,0.26,28/4/2023,2700,13/5/2022,2699.74,1000
16,78,-349,75,3,1,Ship8,VIC,M,Yes,Interior_Bow,0.39,28/4/2023,600,14/5/2022,599.61,1000
16,78,-349,75,4,1,Ship8,SA,F,No,MiniSuites_Aft,0.01,28/4/2023,2600,14/5/2022,2599.99,1000
16,78,-349,75,5,1,Ship8,ACT,M,No,Balcony_Aft,0.37,28/4/2023,700,14/5/2022,699.63,1000
17,80,-348,78,2,1,Ship8,NT,M,No,Interior_Bow,0.11,28/4/2023,600,15/5/2022,599.89,1000
17,80,-348,78,3,1,Ship8,ACT,M,No,Suites_Bow,0.13,28/4/2023,1100,15/5/2022,1099.87,1000
18,83,-347,80,3,1,Ship8,NT,M,No,OceanView_Bow,0.14,28/4/2023,2100,16/5/2022,2099.86,1000
18,83,-347,80,4,1,Ship8,VIC,F,Yes,Balcony_Aft,0.3,28/4/2023,700,16/5/2022,699.7,1000
18,83,-347,80,5,1,Ship8,NT,M,Yes,Balcony_Aft,0.14,28/4/2023,700,16/5/2022,699.86,1000
19,85,-346,83,2,1,Ship8,WA,M,No,Balcony_Mid,0.31,28/4/2023,650,17/5/2022,649.69,1000
19,85,-346,83,3,1,Ship8,QLD,F,No,MiniSuites_Bow,0.09,28/4/2023,2700,17/5/2022,2699.91,1000
20,88,-345,85,3,1,Ship8,VIC,F,Yes,Interior_Bow,0.24,28/4/2023,600,18/5/2022,599.76,1000
20,88,-345,85,4,1,Ship8,ACT,F,Yes,Interior_Bow,0.01,28/4/2023,600,18/5/2022,599.99,1000
20,88,-345,85,5,1,Ship8,NSW,M,No,Interior_Bow,0.32,28/4/2023,600,18/5/2022,599.68,1000
21,90,-344,88,2,1,Ship8,QLD,F,No,Interior_Bow,0.19,28/4/2023,600,19/5/2022,599.81,1000
21,90,-344,88,3,1,Ship8,NSW,M,No,Interior_Aft,0.38,28/4/2023,550,19/5/2022,549.62,1000
22,93,-343,90,3,1,Ship8,NSW,M,No,MiniSuites_Mid,0.15,28/4/2023,2500,20/5/2022,2499.85,1000
22,93,-343,90,4,1,Ship8,QLD,M,No,Interior_Mid,0.28,28/4/2023,500,20/5/2022,499.72,1000
22,93,-343,90,5,1,Ship8,ACT,M,No,Balcony_Aft,0.12,28/4/2023,700,20/5/2022,699.88,1000
23,96,-342,93,3,1,Ship8,TAS,M,No,OceanView_Aft,0.29,28/4/2023,1800,21/5/2022,1799.71,1000
23,96,-342,93,4,1,Ship8,VIC,M,No,MiniSuites_Aft,0.38,28/4/2023,2600,21/5/2022,2599.62,1000
23,96,-342,93,5,1,Ship8,SA,M,No,OceanView_Mid,0.05,28/4/2023,1500,21/5/2022,1499.95,1000
24,99,-341,96,3,1,Ship8,NSW,M,No,Interior_Bow,0.08,28/4/2023,600,22/5/2022,599.92,1000
24,99,-341,96,4,1,Ship8,NSW,F,No,Interior_Bow,0,28/4/2023,600,22/5/2022,600,1000
24,99,-341,96,5,1,Ship8,SA,M,Yes,Balcony_Mid,0.16,28/4/2023,650,22/5/2022,649.84,1000
25,102,-340,99,3,1,Ship8,NSW,F,Yes,OceanView_Aft,0.01,28/4/2023,1800,23/5/2022,1799.99,1000
25,102,-340,99,4,1,Ship8,SA,M,Yes,Balcony_Bow,0.25,28/4/2023,750,23/5/2022,749.75,1000
25,102,-340,99,5,1,Ship8,WA,M,Yes,Interior_Mid,0.22,28/4/2023,500,23/5/2022,499.78,1000
26,105,-339,102,3,1,Ship8,WA,M,No,Interior_Bow,0.1,28/4/2023,600,24/5/2022,599.9,1000
26,105,-339,102,4,1,Ship8,VIC,M,No,Interior_Mid,0.32,28/4/2023,500,24/5/2022,499.68,1000
26,105,-339,102,5,1,Ship8,TAS,M,No,Balcony_Mid,0.25,28/4/2023,650,24/5/2022,649.75,1000
27,108,-338,105,3,1,Ship8,QLD,F,No,OceanView_Mid,0.19,28/4/2023,1500,25/5/2022,1499.81,1000
27,108,-338,105,4,1,Ship8,NSW,F,No,Interior_Bow,0.03,28/4/2023,600,25/5/2022,599.97,1000
27,108,-338,105,5,1,Ship8,WA,F,No,Balcony_Mid,0.11,28/4/2023,650,25/5/2022,649.89,1000
28,111,-337,108,3,1,Ship8,SA,M,No,OceanView_Mid,0.08,28/4/2023,1500,26/5/2022,1499.92,1000
28,111,-337,108,4,1,Ship8,QLD,M,Yes,PenthouseSuites_Aft,0.38,28/4/2023,3500,26/5/2022,3499.62,1000
28,111,-337,108,5,1,Ship8,TAS,M,No,Balcony_Mid,0.21,28/4/2023,650,26/5/2022,649.79,1000
29,114,-336,111,3,1,Ship8,QLD,M,No,MiniSuites_Aft,0.27,28/4/2023,2600,27/5/2022,2599.73,1000
29,114,-336,111,4,1,Ship8,VIC,F,No,Interior_Mid,0.28,28/4/2023,500,27/5/2022,499.72,1000
29,114,-336,111,5,1,Ship8,ACT,M,No,MiniSuites_Bow,0.23,28/4/2023,2700,27/5/2022,2699.77,1000
30,118,-335,114,4,1,Ship8,SA,M,Yes,Interior_Bow,0.2,28/4/2023,600,28/5/2022,599.8,1000
30,118,-335,114,5,1,Ship8,WA,M,No,Interior_Aft,0.28,28/4/2023,550,28/5/2022,549.72,1000
30,118,-335,114,6,1,Ship8,NSW,M,No,Suites_Aft,0.39,28/4/2023,1000,28/5/2022,999.61,1000
30,118,-335,114,7,1,Ship8,SA,M,No,Balcony_Mid,0.22,28/4/2023,650,28/5/2022,649.78,1000
31,121,-334,118,3,1,Ship8,WA,F,No,Interior_Bow,0.16,28/4/2023,600,29/5/2022,599.84,1000
31,121,-334,118,4,1,Ship8,ACT,M,No,Balcony_Bow,0.2,28/4/2023,750,29/5/2022,749.8,1000
31,121,-334,118,5,1,Ship8,SA,M,Yes,Interior_Mid,0.12,28/4/2023,500,29/5/2022,499.88,1000
32,125,-333,121,4,1,Ship8,WA,M,No,Interior_Mid,0.05,28/4/2023,500,30/5/2022,499.95,1000
32,125,-333,121,5,1,Ship8,ACT,M,Yes,OceanView_Bow,0.16,28/4/2023,2100,30/5/2022,2099.84,1000
32,125,-333,121,6,1,Ship8,NSW,M,No,OceanView_Mid,0.25,28/4/2023,1500,30/5/2022,1499.75,1000
32,125,-333,121,7,1,Ship8,SA,M,Yes,Interior_Aft,0.32,28/4/2023,550,30/5/2022,549.68,1000
33,128,-332,125,3,1,Ship8,WA,M,No,Interior_Mid,0.06,28/4/2023,500,31/5/2022,499.94,1000
33,128,-332,125,4,1,Ship8,SA,M,Yes,OceanView_Mid,0.16,28/4/2023,1500,31/5/2022,1499.84,1000
33,128,-332,125,5,1,Ship8,NSW,M,No,Balcony_Mid,0.32,28/4/2023,650,31/5/2022,649.68,1000
34,132,-331,128,4,1,Ship8,WA,M,No,Interior_Bow,0.11,28/4/2023,600,1/6/2022,599.89,1000
34,132,-331,128,5,1,Ship8,TAS,M,No,PenthouseSuites_Aft,0.06,28/4/2023,3500,1/6/2022,3499.94,1000
34,132,-331,128,6,1,Ship8,TAS,F,No,OceanView_Aft,0.09,28/4/2023,1800,1/6/2022,1799.91,1000
34,132,-331,128,7,1,Ship8,NT,M,No,OceanView_Aft,0.23,28/4/2023,1800,1/6/2022,1799.77,1000
35,136,-330,132,4,1,Ship8,WA,F,No,OceanView_Aft,0.22,28/4/2023,1800,2/6/2022,1799.78,1000
35,136,-330,132,5,1,Ship8,NT,M,Yes,Suites_Aft,0.31,28/4/2023,1000,2/6/2022,999.69,1000
35,136,-330,132,6,1,Ship8,VIC,F,Yes,MiniSuites_Mid,0.03,28/4/2023,2500,2/6/2022,2499.97,1000
35,136,-330,132,7,1,Ship8,QLD,M,No,MiniSuites_Bow,0.04,28/4/2023,2700,2/6/2022,2699.96,1000
36,140,-329,136,4,1,Ship8,VIC,F,No,OceanView_Mid,0.25,28/4/2023,1500,3/6/2022,1499.75,1000
36,140,-329,136,5,1,Ship8,QLD,M,No,MiniSuites_Aft,0.2,28/4/2023,2600,3/6/2022,2599.8,1000
36,140,-329,136,6,1,Ship8,TAS,M,No,OceanView_Aft,0.17,28/4/2023,1800,3/6/2022,1799.83,1000
36,140,-329,136,7,1,Ship8,QLD,F,Yes,Interior_Aft,0.36,28/4/2023,550,3/6/2022,549.64,1000
37,144,-328,140,4,1,Ship8,QLD,M,Yes,OceanView_Aft,0.37,28/4/2023,1800,4/6/2022,1799.63,1000
37,144,-328,140,5,1,Ship8,TAS,F,No,OceanView_Bow,0.18,28/4/2023,2100,4/6/2022,2099.82,1000
37,144,-328,140,6,1,Ship8,NSW,M,Yes,Interior_Mid,0.3,28/4/2023,500,4/6/2022,499.7,1000
37,144,-328,140,7,1,Ship8,NT,F,No,PenthouseSuites_Aft,0.19,28/4/2023,3500,4/6/2022,3499.81,1000
38,148,-327,144,4,1,Ship8,SA,M,No,Interior_Mid,0.3,28/4/2023,500,5/6/2022,499.7,1000
38,148,-327,144,5,1,Ship8,WA,M,No,MiniSuites_Mid,0.28,28/4/2023,2500,5/6/2022,2499.72,1000
38,148,-327,144,6,1,Ship8,NSW,M,No,OceanView_Aft,0.05,28/4/2023,1800,5/6/2022,1799.95,1000
38,148,-327,144,7,1,Ship8,TAS,F,Yes,OceanView_Mid,0.26,28/4/2023,1500,5/6/2022,1499.74,1000
39,152,-326,148,4,1,Ship8,ACT,F,No,MiniSuites_Bow,0.31,28/4/2023,2700,6/6/2022,2699.69,1000
39,152,-326,148,5,1,Ship8,TAS,M,No,Balcony_Mid,0.08,28/4/2023,650,6/6/2022,649.92,1000
39,152,-326,148,6,1,Ship8,ACT,M,No,MiniSuites_Mid,0,28/4/2023,2500,6/6/2022,2500,1000
39,152,-326,148,7,1,Ship8,QLD,M,Yes,Balcony_Mid,0.37,28/4/2023,650,6/6/2022,649.63,1000
40,157,-325,152,5,1,Ship8,SA,F,Yes,OceanView_Bow,0.36,28/4/2023,2100,7/6/2022,2099.64,1000
40,157,-325,152,6,1,Ship8,NT,M,No,Balcony_Mid,0.04,28/4/2023,650,7/6/2022,649.96,1000
40,157,-325,152,7,1,Ship8,NT,M,No,MiniSuites_Aft,0.38,28/4/2023,2600,7/6/2022,2599.62,1000
40,157,-325,152,8,1,Ship8,WA,F,No,OceanView_Aft,0.32,28/4/2023,1800,7/6/2022,1799.68,1000
40,157,-325,152,9,1,Ship8,WA,F,Yes,MiniSuites_Aft,0.31,28/4/2023,2600,7/6/2022,2599.69,1000
41,161,-324,157,4,1,Ship8,TAS,M,No,MiniSuites_Bow,0.17,28/4/2023,2700,8/6/2022,2699.83,1000
41,161,-324,157,5,1,Ship8,NSW,M,No,Interior_Aft,0.04,28/4/2023,550,8/6/2022,549.96,1000
41,161,-324,157,6,1,Ship8,VIC,M,No,Balcony_Aft,0.32,28/4/2023,700,8/6/2022,699.68,1000
41,161,-324,157,7,1,Ship8,NSW,M,Yes,Balcony_Aft,0.16,28/4/2023,700,8/6/2022,699.84,1000
42,165,-323,161,4,1,Ship8,VIC,F,Yes,Balcony_Aft,0.23,28/4/2023,700,9/6/2022,699.77,1000
42,165,-323,161,5,1,Ship8,ACT,M,No,OceanView_Aft,0.16,28/4/2023,1800,9/6/2022,1799.84,1000
42,165,-323,161,6,1,Ship8,NT,M,No,OceanView_Mid,0.36,28/4/2023,1500,9/6/2022,1499.64,1000
42,165,-323,161,7,1,Ship8,ACT,M,Yes,Balcony_Aft,0.1,28/4/2023,700,9/6/2022,699.9,1000
43,170,-322,165,5,1,Ship8,NT,F,Yes,Balcony_Bow,0.08,28/4/2023,750,10/6/2022,749.92,1000
43,170,-322,165,6,1,Ship8,ACT,M,Yes,Balcony_Mid,0.01,28/4/2023,650,10/6/2022,649.99,1000
43,170,-322,165,7,1,Ship8,NSW,F,No,Balcony_Aft,0.03,28/4/2023,700,10/6/2022,699.97,1000
43,170,-322,165,8,1,Ship8,WA,F,Yes,PenthouseSuites_Aft,0.09,28/4/2023,3500,10/6/2022,3499.91,1000
43,170,-322,165,9,1,Ship8,WA,F,No,Interior_Mid,0.17,28/4/2023,500,10/6/2022,499.83,1000
44,175,-321,170,5,1,Ship8,NSW,M,Yes,Interior_Mid,0.34,28/4/2023,500,11/6/2022,499.66,1000
44,175,-321,170,6,1,Ship8,VIC,M,No,OceanView_Bow,0.09,28/4/2023,2100,11/6/2022,2099.91,1000
44,175,-321,170,7,1,Ship8,NT,M,Yes,PenthouseSuites_Bow,0,28/4/2023,4000,11/6/2022,4000,1000
44,175,-321,170,8,1,Ship8,NT,M,No,MiniSuites_Aft,0.12,28/4/2023,2600,11/6/2022,2599.88,1000
44,175,-321,170,9,1,Ship8,ACT,M,No,OceanView_Aft,0.01,28/4/2023,1800,11/6/2022,1799.99,1000
45,180,-320,175,5,1,Ship8,WA,M,No,Balcony_Mid,0.07,28/4/2023,650,12/6/2022,649.93,1000
45,180,-320,175,6,1,Ship8,QLD,F,No,Interior_Bow,0.29,28/4/2023,600,12/6/2022,599.71,1000
45,180,-320,175,7,1,Ship8,VIC,F,No,Balcony_Aft,0.29,28/4/2023,700,12/6/2022,699.71,1000
45,180,-320,175,8,1,Ship8,SA,M,No,Balcony_Aft,0.16,28/4/2023,700,12/6/2022,699.84,1000
45,180,-320,175,9,1,Ship8,SA,M,No,OceanView_Bow,0.02,28/4/2023,2100,12/6/2022,2099.98,1000
46,184,-319,180,4,1,Ship8,NSW,M,No,Suites_Aft,0,28/4/2023,1000,13/6/2022,1000,1000
46,184,-319,180,5,1,Ship8,ACT,M,No,OceanView_Aft,0.03,28/4/2023,1800,13/6/2022,1799.97,1000
46,184,-319,180,6,1,Ship8,VIC,M,No,Balcony_Bow,0.22,28/4/2023,750,13/6/2022,749.78,1000
46,184,-319,180,7,1,Ship8,QLD,M,Yes,Interior_Aft,0.14,28/4/2023,550,13/6/2022,549.86,1000
47,189,-318,184,5,1,Ship8,QLD,F,No,MiniSuites_Bow,0.24,28/4/2023,2700,14/6/2022,2699.76,1000
47,189,-318,184,6,1,Ship8,WA,M,No,Interior_Mid,0.32,28/4/2023,500,14/6/2022,499.68,1000
47,189,-318,184,7,1,Ship8,SA,M,No,Interior_Aft,0.05,28/4/2023,550,14/6/2022,549.95,1000
47,189,-318,184,8,1,Ship8,TAS,M,No,MiniSuites_Aft,0.22,28/4/2023,2600,14/6/2022,2599.78,1000
47,189,-318,184,9,1,Ship8,NT,F,Yes,OceanView_Mid,0.05,28/4/2023,1500,14/6/2022,1499.95,1000
48,195,-317,189,6,1,Ship8,VIC,M,Yes,Interior_Mid,0.27,28/4/2023,500,15/6/2022,499.73,1000
48,195,-317,189,7,1,Ship8,NSW,M,No,Balcony_Mid,0.12,28/4/2023,650,15/6/2022,649.88,1000
48,195,-317,189,8,1,Ship8,QLD,M,Yes,MiniSuites_Mid,0.38,28/4/2023,2500,15/6/2022,2499.62,1000
48,195,-317,189,9,1,Ship8,VIC,F,No,Balcony_Aft,0.06,28/4/2023,700,15/6/2022,699.94,1000
48,195,-317,189,10,1,Ship8,TAS,M,No,Interior_Mid,0.37,28/4/2023,500,15/6/2022,499.63,1000
48,195,-317,189,11,1,Ship8,QLD,M,Yes,Balcony_Mid,0.18,28/4/2023,650,15/6/2022,649.82,1000
49,200,-316,195,5,1,Ship8,NSW,F,Yes,Balcony_Aft,0.17,28/4/2023,700,16/6/2022,699.83,1000
49,200,-316,195,6,1,Ship8,SA,F,Yes,Interior_Aft,0.17,28/4/2023,550,16/6/2022,549.83,1000
49,200,-316,195,7,1,Ship8,QLD,M,No,OceanView_Bow,0.16,28/4/2023,2100,16/6/2022,2099.84,1000
49,200,-316,195,8,1,Ship8,QLD,M,No,MiniSuites_Aft,0.26,28/4/2023,2600,16/6/2022,2599.74,1000
49,200,-316,195,9,1,Ship8,ACT,M,No,Balcony_Bow,0.21,28/4/2023,750,16/6/2022,749.79,1000
50,205,-315,200,5,1,Ship8,NT,F,No,Interior_Mid,0.04,28/4/2023,500,17/6/2022,499.96,1000
50,205,-315,200,6,1,Ship8,VIC,M,No,MiniSuites_Bow,0.23,28/4/2023,2700,17/6/2022,2699.77,1000
50,205,-315,200,7,1,Ship8,VIC,M,No,OceanView_Aft,0.07,28/4/2023,1800,17/6/2022,1799.93,1000
50,205,-315,200,8,1,Ship8,SA,F,No,Interior_Bow,0.17,28/4/2023,600,17/6/2022,599.83,1000
50,205,-315,200,9,1,Ship8,NT,F,No,MiniSuites_Mid,0.14,28/4/2023,2500,17/6/2022,2499.86,1000
51,210,-314,205,5,1,Ship8,TAS,M,No,Interior_Mid,0.37,28/4/2023,500,18/6/2022,499.63,1000
51,210,-314,205,6,1,Ship8,WA,F,No,OceanView_Mid,0.07,28/4/2023,1500,18/6/2022,1499.93,1000
51,210,-314,205,7,1,Ship8,SA,M,No,MiniSuites_Mid,0.23,28/4/2023,2500,18/6/2022,2499.77,1000
51,210,-314,205,8,1,Ship8,ACT,F,No,Interior_Mid,0.1,28/4/2023,500,18/6/2022,499.9,1000
51,210,-314,205,9,1,Ship8,QLD,F,No,Interior_Mid,0.27,28/4/2023,500,18/6/2022,499.73,1000
52,216,-313,210,6,1,Ship8,NSW,F,Yes,OceanView_Bow,0.31,28/4/2023,2100,19/6/2022,2099.69,1000
52,216,-313,210,7,1,Ship8,NSW,M,No,OceanView_Aft,0.07,28/4/2023,1800,19/6/2022,1799.93,1000
52,216,-313,210,8,1,Ship8,WA,F,No,OceanView_Mid,0.03,28/4/2023,1500,19/6/2022,1499.97,1000
52,216,-313,210,9,1,Ship8,NT,M,No,Interior_Bow,0,28/4/2023,600,19/6/2022,600,1000
52,216,-313,210,10,1,Ship8,NSW,F,Yes,OceanView_Aft,0.13,28/4/2023,1800,19/6/2022,1799.87,1000
52,216,-313,210,11,1,Ship8,VIC,M,No,Balcony_Bow,0.39,28/4/2023,750,19/6/2022,749.61,1000
53,222,-312,216,6,1,Ship8,NT,M,No,OceanView_Aft,0.09,28/4/2023,1800,20/6/2022,1799.91,1000
53,222,-312,216,7,1,Ship8,NT,M,Yes,OceanView_Aft,0.19,28/4/2023,1800,20/6/2022,1799.81,1000
53,222,-312,216,8,1,Ship8,NT,M,Yes,Balcony_Aft,0.17,28/4/2023,700,20/6/2022,699.83,1000
