day,flag,ID,sail_date,booking_date,Age,state,gender,returning_cust,ticket_type,RRP,discount,purchased_price,capacity
-276,1,Ship1,23/11/2023,20/2/2023,18,NT,M,Yes,Interior_Aft,550,0.27,401.5,1000
-275,1,Ship1,23/11/2023,21/2/2023,52,ACT,F,No,Interior_Aft,550,0.28,396,1000
-275,1,Ship1,23/11/2023,21/2/2023,70,ACT,F,No,Interior_Aft,550,0.22,429,1000
-275,1,Ship1,23/11/2023,21/2/2023,18,NT,M,No,Interior_Aft,550,0.03,533.5,1000
-274,1,Ship1,23/11/2023,22/2/2023,80,VIC,M,No,Interior_Aft,550,0.19,445.5,1000
-274,1,Ship1,23/11/2023,22/2/2023,27,NT,M,Yes,Interior_Aft,550,0.25,412.5,1000
-274,1,Ship1,23/11/2023,22/2/2023,41,TAS,M,No,Interior_Aft,550,0.13,478.5,1000
-274,1,Ship1,23/11/2023,22/2/2023,75,NT,M,No,Interior_Aft,550,0.08,506,1000
-273,1,Ship1,23/11/2023,23/2/2023,80,VIC,F,Yes,Interior_Aft,550,0.13,478.5,1000
-273,1,Ship1,23/11/2023,23/2/2023,18,ACT,M,Yes,Interior_Aft,550,0.06,517,1000
-273,1,Ship1,23/11/2023,23/2/2023,80,VIC,M,No,Interior_Aft,550,0.21,434.5,1000
-272,1,Ship1,23/11/2023,24/2/2023,80,WA,M,No,Interior_Aft,550,0.14,473,1000
-272,1,Ship1,23/11/2023,24/2/2023,64,NSW,M,No,Interior_Aft,550,0.3,385,1000
-272,1,Ship1,23/11/2023,24/2/2023,26,NT,F,No,Interior_Aft,550,0.29,390.5,1000
-272,1,Ship1,23/11/2023,24/2/2023,78,ACT,F,No,Interior_Aft,550,0.32,374,1000
-271,1,Ship1,23/11/2023,25/2/2023,80,SA,M,Yes,Interior_Aft,550,0.06,517,1000
-271,1,Ship1,23/11/2023,25/2/2023,79,ACT,M,No,Interior_Aft,550,0.2,440,1000
-271,1,Ship1,23/11/2023,25/2/2023,42,TAS,M,No,Interior_Aft,550,0.13,478.5,1000
-270,1,Ship1,23/11/2023,26/2/2023,45,SA,F,No,Interior_Aft,550,0.03,533.5,1000
-270,1,Ship1,23/11/2023,26/2/2023,60,VIC,M,Yes,Interior_Aft,550,0.19,445.5,1000
-270,1,Ship1,23/11/2023,26/2/2023,63,QLD,F,No,Interior_Aft,550,0,550,1000
-270,1,Ship1,23/11/2023,26/2/2023,19,VIC,F,No,Interior_Aft,550,0.03,533.5,1000
-269,1,Ship1,23/11/2023,27/2/2023,77,QLD,F,No,Interior_Aft,550,0.07,511.5,1000
-269,1,Ship1,23/11/2023,27/2/2023,32,TAS,M,Yes,Interior_Aft,550,0.33,368.5,1000
-269,1,Ship1,23/11/2023,27/2/2023,67,NT,M,No,Interior_Aft,550,0.39,335.5,1000
-269,1,Ship1,23/11/2023,27/2/2023,28,TAS,F,No,Interior_Aft,550,0.05,522.5,1000
-268,1,Ship1,23/11/2023,28/2/2023,35,TAS,M,No,Interior_Aft,550,0.05,522.5,1000
-268,1,Ship1,23/11/2023,28/2/2023,80,NSW,F,No,Interior_Aft,550,0.07,511.5,1000
-268,1,Ship1,23/11/2023,28/2/2023,80,VIC,M,No,Interior_Aft,550,0.37,346.5,1000
-268,1,Ship1,23/11/2023,28/2/2023,18,VIC,M,No,Interior_Aft,550,0.17,456.5,1000
-267,1,Ship1,23/11/2023,1/3/2023,28,QLD,M,No,Interior_Aft,550,0.16,462,1000
-267,1,Ship1,23/11/2023,1/3/2023,68,QLD,M,Yes,Interior_Aft,550,0.27,401.5,1000
-267,1,Ship1,23/11/2023,1/3/2023,23,WA,M,No,Interior_Aft,550,0.15,467.5,1000
-267,1,Ship1,23/11/2023,1/3/2023,78,NT,M,Yes,Interior_Aft,550,0.18,451,1000
-266,1,Ship1,23/11/2023,2/3/2023,52,SA,M,Yes,Interior_Aft,550,0.07,511.5,1000
-266,1,Ship1,23/11/2023,2/3/2023,74,NSW,M,Yes,Interior_Aft,550,0.38,341,1000
-266,1,Ship1,23/11/2023,2/3/2023,28,QLD,M,Yes,Interior_Aft,550,0.13,478.5,1000
-266,1,Ship1,23/11/2023,2/3/2023,48,NT,F,No,Interior_Aft,550,0.2,440,1000
-265,1,Ship1,23/11/2023,3/3/2023,44,WA,M,No,Interior_Aft,550,0.28,396,1000
-265,1,Ship1,23/11/2023,3/3/2023,57,TAS,F,No,Interior_Aft,550,0.39,335.5,1000
-265,1,Ship1,23/11/2023,3/3/2023,80,VIC,F,Yes,Interior_Aft,550,0.08,506,1000
-265,1,Ship1,23/11/2023,3/3/2023,53,TAS,M,No,Interior_Aft,550,0.3,385,1000
-264,1,Ship1,23/11/2023,4/3/2023,80,WA,M,No,Interior_Aft,550,0.21,434.5,1000
-264,1,Ship1,23/11/2023,4/3/2023,48,ACT,M,No,Interior_Aft,550,0.08,506,1000
-264,1,Ship1,23/11/2023,4/3/2023,29,NSW,M,No,Interior_Aft,550,0.35,357.5,1000
-264,1,Ship1,23/11/2023,4/3/2023,39,ACT,M,No,Interior_Aft,550,0.12,484,1000
-263,1,Ship1,23/11/2023,5/3/2023,41,SA,F,No,Interior_Aft,550,0.3,385,1000
-263,1,Ship1,23/11/2023,5/3/2023,47,ACT,M,No,Interior_Aft,550,0.19,445.5,1000
-263,1,Ship1,23/11/2023,5/3/2023,24,VIC,F,No,Interior_Aft,550,0.02,539,1000
-263,1,Ship1,23/11/2023,5/3/2023,52,SA,M,Yes,Interior_Aft,550,0.08,506,1000
-263,1,Ship1,23/11/2023,5/3/2023,65,QLD,M,Yes,Interior_Aft,550,0.33,368.5,1000
-262,1,Ship1,23/11/2023,6/3/2023,80,WA,F,No,Interior_Aft,550,0.33,368.5,1000
-262,1,Ship1,23/11/2023,6/3/2023,75,SA,M,Yes,Interior_Aft,550,0.23,423.5,1000
-262,1,Ship1,23/11/2023,6/3/2023,80,NSW,F,No,Interior_Aft,550,0.25,412.5,1000
-262,1,Ship1,23/11/2023,6/3/2023,18,QLD,M,Yes,Interior_Aft,550,0.34,363,1000
-261,1,Ship1,23/11/2023,7/3/2023,18,VIC,M,Yes,Interior_Aft,550,0.37,346.5,1000
-261,1,Ship1,23/11/2023,7/3/2023,18,TAS,M,No,Interior_Aft,550,0.35,357.5,1000
-261,1,Ship1,23/11/2023,7/3/2023,51,SA,F,No,Interior_Aft,550,0.36,352,1000
-261,1,Ship1,23/11/2023,7/3/2023,29,SA,M,No,Interior_Aft,550,0.28,396,1000
-261,1,Ship1,23/11/2023,7/3/2023,78,SA,F,No,Interior_Aft,550,0.24,418,1000
-260,1,Ship1,23/11/2023,8/3/2023,47,NSW,M,Yes,Interior_Aft,550,0.39,335.5,1000
-260,1,Ship1,23/11/2023,8/3/2023,51,QLD,M,Yes,Interior_Aft,550,0.1,495,1000
-260,1,Ship1,23/11/2023,8/3/2023,80,ACT,M,Yes,Interior_Aft,550,0.12,484,1000
-260,1,Ship1,23/11/2023,8/3/2023,56,TAS,F,Yes,Interior_Aft,550,0.36,352,1000
-260,1,Ship1,23/11/2023,8/3/2023,80,VIC,M,No,Interior_Aft,550,0.35,357.5,1000
-259,1,Ship1,23/11/2023,9/3/2023,18,NSW,F,No,Interior_Aft,550,0.2,440,1000
-259,1,Ship1,23/11/2023,9/3/2023,80,SA,M,No,Interior_Aft,550,0.16,462,1000
-259,1,Ship1,23/11/2023,9/3/2023,31,SA,M,Yes,Interior_Aft,550,0.26,407,1000
-259,1,Ship1,23/11/2023,9/3/2023,18,SA,F,Yes,Interior_Aft,550,0.31,379.5,1000
-259,1,Ship1,23/11/2023,9/3/2023,31,NT,M,No,Interior_Bow,600,0.14,516,1000
-258,1,Ship1,23/11/2023,10/3/2023,70,NSW,F,No,Interior_Bow,600,0.28,432,1000
-258,1,Ship1,23/11/2023,10/3/2023,30,NSW,M,No,Interior_Bow,600,0.29,426,1000
-258,1,Ship1,23/11/2023,10/3/2023,18,NSW,M,No,Interior_Bow,600,0.3,420,1000
-258,1,Ship1,23/11/2023,10/3/2023,74,WA,F,No,Interior_Bow,600,0.29,426,1000
-257,1,Ship1,23/11/2023,11/3/2023,25,NSW,M,No,Interior_Bow,600,0.18,492,1000
-257,1,Ship1,23/11/2023,11/3/2023,47,NT,F,No,Interior_Bow,600,0.35,390,1000
-257,1,Ship1,23/11/2023,11/3/2023,80,NSW,M,No,Interior_Bow,600,0.09,546,1000
-257,1,Ship1,23/11/2023,11/3/2023,18,SA,F,No,Interior_Bow,600,0.27,438,1000
-257,1,Ship1,23/11/2023,11/3/2023,80,ACT,F,No,Interior_Bow,600,0.19,486,1000
-256,1,Ship1,23/11/2023,12/3/2023,37,VIC,F,No,Interior_Bow,600,0.01,594,1000
-256,1,Ship1,23/11/2023,12/3/2023,63,TAS,M,Yes,Interior_Bow,600,0.01,594,1000
-256,1,Ship1,23/11/2023,12/3/2023,45,VIC,M,Yes,Interior_Bow,600,0.1,540,1000
-256,1,Ship1,23/11/2023,12/3/2023,18,NT,M,No,Interior_Bow,600,0.14,516,1000
-256,1,Ship1,23/11/2023,12/3/2023,80,VIC,M,No,Interior_Bow,600,0.05,570,1000
-256,1,Ship1,23/11/2023,12/3/2023,18,QLD,M,Yes,Interior_Bow,600,0.19,486,1000
-255,1,Ship1,23/11/2023,13/3/2023,24,VIC,F,Yes,Interior_Bow,600,0.35,390,1000
-255,1,Ship1,23/11/2023,13/3/2023,80,VIC,F,No,Interior_Bow,600,0.02,588,1000
-255,1,Ship1,23/11/2023,13/3/2023,18,WA,M,No,Interior_Bow,600,0.12,528,1000
-255,1,Ship1,23/11/2023,13/3/2023,64,SA,M,Yes,Interior_Bow,600,0.23,462,1000
-255,1,Ship1,23/11/2023,13/3/2023,49,NSW,F,Yes,Interior_Bow,600,0.31,414,1000
-254,1,Ship1,23/11/2023,14/3/2023,18,QLD,F,No,Interior_Bow,600,0.15,510,1000
-254,1,Ship1,23/11/2023,14/3/2023,33,NT,F,No,Interior_Bow,600,0.29,426,1000
-254,1,Ship1,23/11/2023,14/3/2023,80,QLD,F,No,Interior_Bow,600,0.11,534,1000
-254,1,Ship1,23/11/2023,14/3/2023,51,QLD,M,No,Interior_Bow,600,0.26,444,1000
-254,1,Ship1,23/11/2023,14/3/2023,49,WA,F,No,Interior_Bow,600,0.17,498,1000
-253,1,Ship1,23/11/2023,15/3/2023,68,TAS,M,Yes,Interior_Bow,600,0.12,528,1000
-253,1,Ship1,23/11/2023,15/3/2023,48,TAS,M,Yes,Interior_Bow,600,0.18,492,1000
-253,1,Ship1,23/11/2023,15/3/2023,25,QLD,M,Yes,Interior_Bow,600,0.12,528,1000
-253,1,Ship1,23/11/2023,15/3/2023,18,ACT,M,No,Interior_Bow,600,0.08,552,1000
-253,1,Ship1,23/11/2023,15/3/2023,73,SA,F,No,Interior_Bow,600,0.34,396,1000
-253,1,Ship1,23/11/2023,15/3/2023,67,ACT,M,No,Interior_Bow,600,0.18,492,1000
-252,1,Ship1,23/11/2023,16/3/2023,63,QLD,F,No,Interior_Bow,600,0.3,420,1000
-252,1,Ship1,23/11/2023,16/3/2023,31,ACT,M,Yes,Interior_Bow,600,0.24,456,1000
-252,1,Ship1,23/11/2023,16/3/2023,80,NT,F,No,Interior_Bow,600,0.37,378,1000
-252,1,Ship1,23/11/2023,16/3/2023,80,VIC,M,No,Interior_Bow,600,0.34,396,1000
-252,1,Ship1,23/11/2023,16/3/2023,80,NT,F,No,Interior_Bow,600,0.14,516,1000
-251,1,Ship1,23/11/2023,17/3/2023,73,NSW,M,Yes,Interior_Bow,600,0.02,588,1000
-251,1,Ship1,23/11/2023,17/3/2023,38,VIC,F,No,Interior_Bow,600,0.25,450,1000
-251,1,Ship1,23/11/2023,17/3/2023,80,TAS,M,Yes,Interior_Bow,600,0.08,552,1000
-251,1,Ship1,23/11/2023,17/3/2023,36,SA,M,No,Interior_Bow,600,0.3,420,1000
-251,1,Ship1,23/11/2023,17/3/2023,80,ACT,F,No,Interior_Bow,600,0.1,540,1000
-251,1,Ship1,23/11/2023,17/3/2023,80,TAS,F,No,Interior_Bow,600,0.06,564,1000
-250,1,Ship1,23/11/2023,18/3/2023,48,WA,F,Yes,Interior_Bow,600,0.09,546,1000
-250,1,Ship1,23/11/2023,18/3/2023,78,WA,M,Yes,Interior_Bow,600,0.13,522,1000
-250,1,Ship1,23/11/2023,18/3/2023,80,ACT,M,No,Interior_Bow,600,0.36,384,1000
-250,1,Ship1,23/11/2023,18/3/2023,60,VIC,M,No,Interior_Bow,600,0.21,474,1000
-250,1,Ship1,23/11/2023,18/3/2023,57,SA,F,No,Interior_Bow,600,0.19,486,1000
-250,1,Ship1,23/11/2023,18/3/2023,30,SA,F,Yes,Interior_Bow,600,0.31,414,1000
-249,1,Ship1,23/11/2023,19/3/2023,80,QLD,F,Yes,Interior_Bow,600,0.08,552,1000
-249,1,Ship1,23/11/2023,19/3/2023,45,NT,M,No,Interior_Bow,600,0.32,408,1000
-249,1,Ship1,23/11/2023,19/3/2023,65,SA,M,No,Interior_Bow,600,0.3,420,1000
-249,1,Ship1,23/11/2023,19/3/2023,80,SA,F,Yes,Interior_Bow,600,0.29,426,1000
-249,1,Ship1,23/11/2023,19/3/2023,20,ACT,F,No,Interior_Bow,600,0.07,558,1000
-248,1,Ship1,23/11/2023,20/3/2023,42,ACT,M,No,Interior_Bow,600,0.15,510,1000
-248,1,Ship1,23/11/2023,20/3/2023,63,VIC,M,No,Interior_Bow,600,0.29,426,1000
-248,1,Ship1,23/11/2023,20/3/2023,80,NT,F,No,Interior_Bow,600,0.29,426,1000
-248,1,Ship1,23/11/2023,20/3/2023,18,VIC,M,No,Interior_Bow,600,0.24,456,1000
-248,1,Ship1,23/11/2023,20/3/2023,18,WA,M,No,Interior_Bow,600,0.38,372,1000
-248,1,Ship1,23/11/2023,20/3/2023,65,QLD,M,Yes,Interior_Bow,600,0.14,516,1000
-247,1,Ship1,23/11/2023,21/3/2023,80,VIC,F,No,Interior_Bow,600,0.24,456,1000
-247,1,Ship1,23/11/2023,21/3/2023,61,WA,F,No,Interior_Bow,600,0.27,438,1000
-247,1,Ship1,23/11/2023,21/3/2023,77,ACT,M,No,Interior_Bow,600,0.31,414,1000
-247,1,Ship1,23/11/2023,21/3/2023,80,ACT,F,No,Interior_Bow,600,0.12,528,1000
-247,1,Ship1,23/11/2023,21/3/2023,68,TAS,M,No,Interior_Bow,600,0.21,474,1000
-247,1,Ship1,23/11/2023,21/3/2023,48,NT,M,Yes,Interior_Bow,600,0.23,462,1000
-246,1,Ship1,23/11/2023,22/3/2023,18,VIC,M,No,Interior_Bow,600,0.37,378,1000
-246,1,Ship1,23/11/2023,22/3/2023,59,TAS,F,No,Interior_Bow,600,0.14,516,1000
-246,1,Ship1,23/11/2023,22/3/2023,18,VIC,M,Yes,Interior_Bow,600,0.1,540,1000
-246,1,Ship1,23/11/2023,22/3/2023,38,VIC,M,No,Interior_Bow,600,0.39,366,1000
-246,1,Ship1,23/11/2023,22/3/2023,80,NT,F,Yes,Interior_Bow,600,0.28,432,1000
-246,1,Ship1,23/11/2023,22/3/2023,42,TAS,F,No,Interior_Bow,600,0.14,516,1000
-246,1,Ship1,23/11/2023,22/3/2023,37,WA,M,No,Interior_Bow,600,0.34,396,1000
-245,1,Ship1,23/11/2023,23/3/2023,45,NSW,F,Yes,Interior_Bow,600,0.09,546,1000
-245,1,Ship1,23/11/2023,23/3/2023,80,NSW,M,No,Interior_Bow,600,0.16,504,1000
-245,1,Ship1,23/11/2023,23/3/2023,80,ACT,M,No,Interior_Bow,600,0.36,384,1000
-245,1,Ship1,23/11/2023,23/3/2023,18,SA,M,Yes,Interior_Bow,600,0.02,588,1000
-245,1,Ship1,23/11/2023,23/3/2023,46,QLD,M,No,Interior_Bow,600,0.19,486,1000
-245,1,Ship1,23/11/2023,23/3/2023,80,VIC,M,No,Interior_Bow,600,0.25,450,1000
